1.0	0.0	2.433503764699821e6	0.00034722222222222224	0.00028102007529237145
1.0	1.0	2.4337284662693464e6	0.00034722222222222224	0.0005083681876091482
1.0	2.0	2.4339531685532206e6	0.00034722222222222224	-0.00010121634085270485
1.0	3.0	2.4341778673767494e6	0.00034722222222222224	-3.0455770158055408e-5
1.0	4.0	2.4344025668054894e6	0.00034722222222222224	0.00016781264154678392
1.0	5.0	2.4346272716453555e6	0.00034722222222222224	0.0002290125537006681
1.0	6.0	2.4348519728023075e6	0.00034722222222222224	0.0003733381473667855
1.0	7.0	2.435076672020211e6	0.00034722222222222224	0.00018867107940823117
1.0	8.0	2.435301369355546e6	0.00034722222222222224	-0.00048343896935259194
1.0	9.0	2.435526070162222e6	0.00034722222222222224	0.00030151425085087627
1.0	10.0	2.4357507747756746e6	0.00034722222222222224	-0.0002247672273170473
1.0	11.0	2.435975474992014e6	0.00034722222222222224	0.0002779426400731251
1.0	12.0	2.436200173144016e6	0.00034722222222222224	6.836688600493804e-5
1.0	13.0	2.436424874220116e6	0.00034722222222222224	0.00039747137269673685
1.0	14.0	2.436649575506503e6	0.00034722222222222224	0.0002052475029844461
1.0	15.0	2.4368742783352835e6	0.00034722222222222224	-6.22873505594317e-5
1.0	16.0	2.4370989778375286e6	0.00034722222222222224	0.00030092121774942234
1.0	17.0	2.437323676820951e6	0.00034722222222222224	-7.937543942822104e-5
1.0	18.0	2.437548381670842e6	0.00034722222222222224	-9.403045695071147e-5
1.0	19.0	2.437773082699733e6	0.00034722222222222224	-0.0003655013564877762
1.0	20.0	2.437997782950316e6	0.00034722222222222224	0.00036336398327890633
1.0	21.0	2.438222480501496e6	0.00034722222222222224	-0.00022415197074301228
1.0	22.0	2.4384471807202445e6	0.00034722222222222224	-2.7939355348832195e-5
1.0	23.0	2.4386718862822177e6	0.00034722222222222224	0.0002589713785555328
1.0	24.0	2.4388965863278885e6	0.00034722222222222224	0.0006077773602731844
1.0	25.0	2.439121284045947e6	0.00034722222222222224	-0.00011379262057756271
1.0	26.0	2.43934598465051e6	0.00034722222222222224	0.00012434857830807939
1.0	27.0	2.439570685253411e6	0.00034722222222222224	-0.0004857470141595172
1.0	28.0	2.439795388779428e6	0.00034722222222222224	6.712426034589808e-5
1.0	29.0	2.4400200867893198e6	0.00034722222222222224	-0.0006248851803589
1.0	30.0	2.4402447859832165e6	0.00034722222222222224	-0.0004745225344135338
1.0	31.0	2.4404694907458955e6	0.00034722222222222224	-0.00013632237727722856
1.0	32.0	2.4406941918512336e6	0.00034722222222222224	-0.00018760018139372662
1.0	33.0	2.440918891591155e6	0.00034722222222222224	6.223608404130545e-5
1.0	34.0	2.4411435901688235e6	0.00034722222222222224	0.00028855162182270754
1.0	35.0	2.441368289576179e6	0.00034722222222222224	-0.00039602095483245173
1.0	36.0	2.441592994431787e6	0.00034722222222222224	-0.001129570171921628
1.0	37.0	2.4418176955481777e6	0.00034722222222222224	-6.866286019523567e-5
1.0	38.0	2.442042394047044e6	0.00034722222222222224	-0.00012115355555788202
1.0	39.0	2.4422670949882763e6	0.00034722222222222224	0.0003469195683639569
1.0	40.0	2.442491795842387e6	0.00034722222222222224	-2.5463442413356577e-5
1.0	41.0	2.442716499161427e6	0.00034722222222222224	0.0001351002631615512
1.0	42.0	2.442941197516958e6	0.00034722222222222224	-0.00021782240010637002
1.0	43.0	2.443165897377641e6	0.00034722222222222224	0.0004847413417746522
1.0	44.0	2.443390600773338e6	0.00034722222222222224	-0.0003732196087757209
1.0	45.0	2.4436153025361896e6	0.00034722222222222224	0.00018021941249053727
1.0	46.0	2.4438400019038357e6	0.00034722222222222224	3.765572828309349e-5
1.0	47.0	2.4440647000490203e6	0.00034722222222222224	0.00012108589967565816
2.0	0.0	2.4336244053308824e6	0.00034722222222222224	-3.814569160734602e-5
2.0	1.0	2.4339896599052707e6	0.00034722222222222224	0.0004356336157026649
2.0	2.0	2.4343549160987684e6	0.00034722222222222224	-0.0004542576811792151
2.0	3.0	2.4347201711542057e6	0.00034722222222222224	0.0007940942698464372
2.0	4.0	2.4350854292622837e6	0.00034722222222222224	4.021090352362037e-5
2.0	5.0	2.43545068660531e6	0.00034722222222222224	0.00020928812511836504
2.0	6.0	2.43581593894439e6	0.00034722222222222224	0.00047871670624414077
2.0	7.0	2.4361811952441786e6	0.00034722222222222224	-2.7335474289945397e-5
2.0	8.0	2.436546451917653e6	0.00034722222222222224	-0.0001927753469556661
2.0	9.0	2.436911708087686e6	0.00034722222222222224	-0.0005570509891582354
2.0	10.0	2.43727696801411e6	0.00034722222222222224	-4.156494275348228e-5
2.0	11.0	2.4376422240792494e6	0.00034722222222222224	0.000823739924972952
2.0	12.0	2.4380074812847516e6	0.00034722222222222224	9.657963716536023e-5
2.0	13.0	2.43837273823049e6	0.00034722222222222224	-0.0002709102133537943
2.0	14.0	2.4387379918594495e6	0.00034722222222222224	0.00048590499842268427
2.0	15.0	2.439103249912761e6	0.00034722222222222224	7.849954197678403e-5
2.0	16.0	2.4394685072295438e6	0.00034722222222222224	-1.2743594958262988e-5
2.0	17.0	2.4398337615892407e6	0.00034722222222222224	9.466764081996414e-5
2.0	18.0	2.4401990178938634e6	0.00034722222222222224	0.00014523589916834039
2.0	19.0	2.4405642710995846e6	0.00034722222222222224	-7.138286932543049e-6
2.0	20.0	2.4409295287641245e6	0.00034722222222222224	-0.0002626902075080167
2.0	21.0	2.4412947901835693e6	0.00034722222222222224	0.0005921391658676886
2.0	22.0	2.4416600450178203e6	0.00034722222222222224	0.0006612963344483318
2.0	23.0	2.4420253029587963e6	0.00034722222222222224	-0.00035864094150970036
2.0	24.0	2.442390559854883e6	0.00034722222222222224	-0.00042975294339697647
2.0	25.0	2.44275581330547e6	0.00034722222222222224	-0.0003576085766706558
2.0	26.0	2.443121070335111e6	0.00034722222222222224	-0.0005025069514190103
2.0	27.0	2.443486324735167e6	0.00034722222222222224	-0.00017915073718037262
2.0	28.0	2.443851582547347e6	0.00034722222222222224	-0.00014810139862370724
2.0	29.0	2.4442168400835497e6	0.00034722222222222224	-0.000186437793527169
