mu_1,P_1,t01,ecos1,esin1,mu_2,P_2,t02,ecos2,esin2,mu_3,P_3,t03,ecos3,esin3,mu_4,P_4,t04,ecos4,esin4,tcos,tsin,dphi,lprob
2.542775869847375e-6,224.70077836696103,3503.7694883477466,-0.0006173813580144591,0.00309954099854119,3.0061801492042578e-6,365.2564479857876,3624.408786735057,0.01223420816503148,0.005338449378394309,1.1438285879648238e-7,657.4500000000002,-49.39712830275505,0.18735709441183745,0.1363505112013903,0.0010010811522197594,4266.615003108821,456.70642130864474,0.04447686102511361,-0.036244760695391315,0.00014703332551035996,-0.00161038070884842,2.3120905607789353,-216.87588300007036
2.5428320972756956e-6,224.70077848169439,3503.769485202282,-0.0005227415326092622,0.003279816735355997,3.007020102914985e-6,365.25644820922275,3624.408784051488,0.012326054426619165,0.005474900277295097,1.198417245061224e-7,657.714443847733,603.8238832921792,0.1732856692208535,0.1419716491965815,0.000997770670975082,4268.01009654526,452.9488577289158,0.04453185968893775,-0.0363638563775705,0.00015028451934569166,-0.001610912683508803,2.312089581008693,-216.59066922468
2.544329511585996e-6,224.70077858953778,3503.7694820824836,-0.00041540755266917623,0.003467138285608021,3.0080099399412556e-6,365.2564484563055,3624.408781083837,0.012433513672990263,0.0056167352880160965,1.2681660079387045e-7,657.9789940618034,-58.9277164831052,0.1546871736447697,0.14729856525600357,0.0009943110721124533,4269.633592996308,448.7527876388435,0.04461517794467105,-0.036505013035153154,0.00015254125248034483,-0.0016110768509624846,2.312030275335504,-216.31478661986787
2.54767265814684e-6,224.70077868930267,3503.7694790144305,-0.00029342301633267996,0.003659740019174458,3.00916557615418e-6,365.2564487322738,3624.408777725214,0.012558653441894281,0.005762149588711859,1.3521279521927217e-7,658.2436506849946,593.6327891160073,0.13333896027804,0.1511228221069605,0.0009906543201850927,4271.42616936205,444.22725578396955,0.044726527663710845,-0.03667659340566817,0.00015378044756561145,-0.0016107479610135205,2.311908008303938,-216.0483602218623
2.5526628205857334e-6,224.7007787846964,3503.769475912016,-0.00015605850086702986,0.0038560861893156746,3.010477115577628e-6,365.25644903480946,3624.408773964431,0.012701114961673842,0.0059092140108627685,1.445294897189034e-7,658.5084137601074,587.6763223614151,0.11201613633484245,0.15271429276643395,0.0009867654399312049,4273.297455696448,439.5373051837518,0.04485828281338331,-0.03688110401459986,0.00015438505664569773,-0.0016100110696627482,2.3117398313380892,-215.79120285873728
2.5586170585232023e-6,224.7007788798865,3503.769472679632,-3.109858170063978e-6,0.004052535546098636,3.011922116787572e-6,365.25644935578936,3624.4087698944295,0.012859000110378773,0.006054574192948208,1.5422466513527158e-7,658.7732833299592,581.4290053485504,0.09282875682494524,0.15209969364403525,0.0009826488082733508,4275.17022362357,434.8546989157664,0.044999226481638836,-0.03711143166199071,0.0001548070887607798,-0.0016091203199593955,2.3115508814489156,-215.54324225776057
2.5648581469415684e-6,224.70077897791367,3503.7694692483233,0.00016541500019978238,0.004245157730622234,3.0134808751534517e-6,365.2564496869638,3624.408765625709,0.013030509935957758,0.006195023223977529,1.639290298608788e-7,659.0382594373848,575.1190617658455,0.0765239592019789,0.14988973267090452,0.0009783470198576499,4276.9991500778015,430.3132461171654,0.04514273722492953,-0.037356300147588783,0.00015535782229537509,-0.0016083237027498794,2.3113612854199435,-215.30471253631197
2.5711005932208687e-6,224.70077907979174,3503.769465592947,0.00034835918984944754,0.004432763989805324,3.0151384043549548e-6,365.25645002393,3624.408761222458,0.013213881026509824,0.006329656914897133,1.7351632861728262e-7,659.3033421252376,568.8692593793297,0.06288267120854645,0.14670713102614294,0.0009738773596848386,4278.758785269723,425.97730435481157,0.045284935342202355,-0.037610776538343486,0.00015612889339485956,-0.0016077110405034458,2.3111779467914766,-215.07612574962718
2.5770258085976297e-6,224.70077918702478,3503.769461678802,0.0005447581035263286,0.004614562909574359,3.0168760120154805e-6,365.25645035986423,3624.408756789418,0.013407379875552792,0.006458066221938892,1.8285046467822067e-7,659.5685314363863,562.7732903106536,0.051699892883124966,0.1430039767553348,0.0009692877269778835,4280.446106263097,421.86608351685544,0.0454244688453795,-0.037868037616848205,0.0001572396548903034,-0.0016073774642647212,2.311009740839112,-214.85817805357533
2.5824849420147062e-6,224.70077930047407,3503.769457484188,0.0007529222585728292,0.004791272679983667,3.0186781727043655e-6,365.25645069061653,3624.408752387568,0.013609112325618762,0.006580970752293539,1.9185186119905834e-7,659.8338274137176,556.8752949739032,0.04258478710354802,0.13913168351405783,0.000964611552615792,4282.04739944597,418.00408042498117,0.04556061536951254,-0.038124373746556486,0.00015872713141386045,-0.0016073526106660145,2.310859968914696,-214.65166410628945
2.5874211958917265e-6,224.70077942020475,3503.7694530065737,0.0009725118473960592,0.004961445571649675,3.0205405311185866e-6,365.25645101408554,3624.4087480494823,0.013818609087154678,0.006697460080500431,2.005248303492496e-7,660.0992301001357,551.1776070565879,0.035147841906407386,0.13526113152101535,0.0009598621560961234,4283.552592778831,414.43047063145445,0.04569238634277877,-0.03837629350037574,0.00016057186559961478,-0.001607632628985197,2.3107294406815395,-214.4574122784242
2.591691889405158e-6,224.70077954704257,3503.7694482254797,0.0012016362408724,0.00512415377537961,3.0224470735283817e-6,365.2564513263471,3624.408743831935,0.014033977982278624,0.006807023532959919,2.088114110771895e-7,660.3647395385617,545.6902504739104,0.029126946509122936,0.13153439969134229,0.0009550852359161846,4284.951940512458,411.17574411035787,0.04581976672217406,-0.03861875760541635,0.00016281048499916284,-0.0016082391905382582,2.3106218438205124,-214.2762373502264
2.5953350907751258e-6,224.70077968192544,3503.769443117496,0.001438544899314501,0.0052819517625490005,3.024384744556092e-6,365.25645162426895,3624.4087397819912,0.014253669394093279,0.006911840230958933,2.166821659561825e-7,660.6303557719341,540.4094674733504,0.024279814628860915,0.12804342295378024,0.0009503012280785727,4286.243926911635,408.22060562273373,0.04594315813382216,-0.03885101664546195,0.00016544438753943205,-0.0016091217087734386,2.3105368216622746,-214.1089063569611
2.5983284386352665e-6,224.70077982500473,3503.769437677322,0.0016832513131421673,0.005432917950592893,3.026353792001612e-6,365.2564519064209,3624.4087359182777,0.014477657399036625,0.007010547768260324,2.241377548840758e-7,660.8960788432086,535.3178017741413,0.0203836062730888,0.12481691177322841,0.0009455163099289158,4287.417792386277,405.6084271263372,0.046060722499998825,-0.03907030724998978,0.00016845024263516123,-0.0016102652002319816,2.310474636329549,-213.9561139685343
2.6006850275327375e-6,224.70077997712582,3503.7694318828526,0.0019330393422193047,0.005578902788288421,3.0283368465587266e-6,365.25645217034804,3624.4087322750306,0.014703680674852684,0.007104789451520586,2.3114389483830304e-7,661.1619087953583,530.4087237032562,0.0172847975077282,0.12189426570271873,0.0009407714012251554,4288.462641143246,403.3453818156369,0.04617426777076921,-0.03927412074753516,0.0001718280215997883,-0.001611626084147604,2.3104349849436963,-213.8184661027693
2.602347015246826e-6,224.70078013961464,3503.7694257025014,0.002186418465710922,0.00571956515076377,3.0303215490509767e-6,365.256452413197,3624.4087288925098,0.014930346436097273,0.00719450059330418,2.3765259335845351e-7,661.4278456713736,525.6807893560946,0.014898999127666863,0.119296851146713,0.0009360996607372558,4289.374313828284,401.44524908034134,0.046283820388253225,-0.039458399731601194,0.0001756078755582263,-0.0016131837815588045,2.3104202548982964,-213.69647014836355
2.6033946395880535e-6,224.700780312229,3503.769419137206,0.0024433380132039165,0.005854073939745224,3.0323113073794896e-6,365.25645263474144,3624.4087257734095,0.015157849196059909,0.007279103647352826,2.4370549610850426e-7,661.6938895142613,521.1047931336602,0.01305597925165753,0.11700284312136577,0.0009314984744071984,4290.15028043511,399.92156083442296,0.046388014662566646,-0.03962295942957764,0.00017973007742770708,-0.0016148940117816305,2.3104275361443714,-213.59053044097402
2.603856574428823e-6,224.70078049649615,3503.7694121475083,0.0027018943553343043,0.005984988849622631,3.0342932353003727e-6,365.2564528329752,3624.4087229465936,0.01538458909204554,0.007360761432875244,2.4926242371164733e-7,661.9600403670478,516.6799390813908,0.011700467668103818,0.11503160071545071,0.000926993552536539,4290.78521320639,398.76627964144285,0.04648797098126903,-0.039765787520865556,0.00018421215553252496,-0.0016167053807687255,2.3104568259088825,-213.50094899698396
2.6037061391091543e-6,224.70078069285904,3503.7694047179443,0.0029608967382552297,0.0061103630992031,3.0362627716589237e-6,365.2564530069004,3624.408720421668,0.01560968034878741,0.007438014367111813,2.5429862575859067e-7,662.2262982727744,512.3947024895689,0.0107554961498558,0.11337911140556088,0.0009226057618599091,4291.265953231855,398.0268110860703,0.046581845778548125,-0.039883286247863005,0.0001890349686242343,-0.001618598664480483,2.3105081020793397,-213.42792969073898
2.6030020329658565e-6,224.70078090269385,3503.7693968112476,0.003219291733218398,0.0062313379263411045,3.038212436746512e-6,365.25645315562554,3624.4087182137623,0.01583236321660632,0.007511935113665603,2.5881845606129135e-7,662.4926632745011,508.23900558336965,0.01017017455469717,0.11204093720807763,0.0009183628455058112,4291.598909525868,397.6792294117146,0.04667217108743953,-0.039974203126760324,0.00019419973269805575,-0.0016205183079368623,2.310580568851212,-213.37158560526635
2.6017511197170867e-6,224.70078112701634,3503.769388395378,0.003476264977825497,0.006348339237131679,3.040139591682505e-6,365.2564532778088,3624.408716341091,0.016052007966507437,0.007582871041020407,2.627887333063542e-7,662.7591354153043,504.2090976681511,0.009903753857318386,0.11102466093371953,0.0009142677093668188,4291.779464597479,397.7352467434101,0.04675611781160418,-0.040036593807593765,0.00019969938527641452,-0.0016224328605073254,2.310673730199423,-213.33194855515694
2.60001087877152e-6,224.70078136684256,3503.769379436996,0.0037301349440551856,0.006461666514782798,3.0420363432964726e-6,365.25645337429603,3624.408714788445,0.016267483172024363,0.007651168679150882,2.66213776683182e-7,663.0257147382783,500.2918103249753,0.009902491691459275,0.11032379911483187,0.0009103480930585319,4291.795902180059,398.21724126400824,0.04683570935028367,-0.0400687902586876,0.0002055182417134825,-0.0016242890472647268,2.3107859692051327,-213.30898015465755
2.597786350352774e-6,224.7007816234045,3503.7693698961793,0.00398035638403699,0.006571668712157153,3.043900263195575e-6,365.2564534435557,3624.4087135815703,0.016478392129870616,0.007717173387204203,2.6907634563678185e-7,663.2924012865348,496.4863238990412,0.010149214940581595,0.10994606493225481,0.0009066231315507744,4291.660107109549,399.1039015474515,0.04691031414512077,-0.04006825861559821,0.00021165015744687175,-0.001626059578566108,2.3109167529585126,-213.30258363873332
2.595113845542066e-6,224.7007818985134,3503.7693597198718,0.004225968697763732,0.00667817049450721,3.0457269040497946e-6,365.2564534863778,3624.408712706126,0.01668413703849608,0.007780813366911709,2.7136094201023374e-7,663.5591951032025,492.78343621886637,0.010616569098984263,0.10989494059924156,0.0009031124969433776,4291.360351754725,400.42267051047935,0.04698062639630971,-0.04003328930239518,0.00021810020424052043,-0.0016276923883582234,2.311065733638535,-213.3126159799181
2.5920443355846365e-6,224.70078219299265,3503.769348869525,0.004466488713390031,0.006781450595473143,3.0475170983937607e-6,365.2564535023467,3624.408712169206,0.01688448502129012,0.007842291299022142,2.7305127119597026e-7,663.8260962314275,489.18004777906594,0.01127433445854444,0.11018710484832143,0.0008998256648800044,4290.9027714668355,402.1602996010872,0.04704491819122347,-0.039963175153352924,0.00022483784219219966,-0.0016291489780920865,2.3112305553977266,-213.33889986071927
2.5885678091868026e-6,224.7007825097541,3503.7693372629305,0.004700621531546375,0.00688178549558751,3.0492633486690817e-6,365.2564534916439,3624.4087119666333,0.017078474637822593,0.007901898811990318,2.741017103860146e-7,664.0931047143736,485.6763463155715,0.012125960559009991,0.11085020769209637,0.0008967953328708661,4290.276137214754,404.3460327734593,0.04710424021493776,-0.03985444352946015,0.00023189688024803282,-0.0016303819848711917,2.311412285920304,-213.38123540253966
2.5847833476056227e-6,224.70078284870868,3503.7693248782116,0.004928420495106844,0.006979043038409291,3.050969114716175e-6,365.256453455447,3624.4087120856184,0.0172664361767826,0.00795956266926731,2.7456393504003244e-7,664.3602205952209,482.2582645938682,0.013119603592192846,0.11187324099451539,0.0008940285177383943,4289.497098800847,406.94265769548406,0.04715894772635744,-0.03970862619757359,0.0002392149736666537,-0.0016313557126820962,2.311606915680062,-213.4394107868
2.5806865543119227e-6,224.70078321398034,3503.769311589365,0.005146836089970798,0.007075545972284657,3.0526184683671154e-6,365.2564533929055,3624.4087125356473,0.01744598829200582,0.008017119666050085,2.7432583618503475e-7,664.6274439171691,478.9386283167729,0.014267658046581025,0.11334009586608088,0.0008915792221025466,4288.549260040428,409.97657589989666,0.04720959262176842,-0.039521332900438466,0.0002468481225248948,-0.001632001362051999,2.3118151630762984,-213.51321272519132
