mu_1,P_1,t01,ecos1,esin1,mu_2,P_2,t02,ecos2,esin2,mu_3,P_3,t03,ecos3,esin3,mu_4,P_4,t04,ecos4,esin4,tcos,tsin,dphi,lprob
2.542775869847375e-6,224.70077836696103,3503.7694883477466,-0.0006173813580144591,0.00309954099854119,3.0061801492042578e-6,365.2564479857876,3624.408786735057,0.01223420816503148,0.005338449378394309,1.1438285879648238e-7,657.4500000000002,-49.39712830275505,0.18735709441183745,0.1363505112013903,0.0010010811522197594,4266.615003108821,456.70642130864474,0.04447686102511361,-0.036244760695391315,0.00014703332551035996,-0.00161038070884842,2.3120905607789353,-216.87588300007036
2.554068833751988e-6,224.70077880836413,3503.769475121203,-0.00011983233599493977,0.0039053753665001887,3.0108218126963284e-6,365.25644911282814,3624.408772982414,0.012738668624544909,0.005945885105669622,1.46906650317891e-7,658.5741784420212,586.1464994548505,0.10703536192167781,0.15275113482628921,0.0009857670456690103,4273.763977075807,438.3654763238341,0.044892963061778146,-0.03693630588644043,0.00015450504442823609,-0.0016097961638402937,2.3116944681381617,-215.72876527264756
2.5797985363554638e-6,224.70077924275964,3503.7694596269757,0.0006466003544383803,0.0047034361663993,3.0177622397948477e-6,365.2564505246642,3624.4087546003366,0.013506462089921789,0.006520138455527873,1.87346795514225e-7,659.7002791247747,559.8236805723309,0.04696462636101184,0.1410972900549501,0.0009669743227255564,4281.251600030393,419.9130857584306,0.04549240937554249,-0.0379957993121102,0.00015794110393909869,-0.0016073239999987105,2.3109332842275965,-214.75413087993624
2.5976378863970568e-6,224.70077978760506,3503.769439099386,0.0016202224961746785,0.005395136966601037,3.025849689407368e-6,365.256451836449,3624.4087368791,0.014420254900306559,0.006986012760541725,2.222871703589403e-7,660.8283053351137,536.5964780286517,0.021288892401039494,0.12560735933924413,0.0009467348864506925,4287.129466832896,406.2425058808415,0.04603166931451318,-0.039015857291105224,0.00016764208921143077,-0.0016099479781353176,2.3104879046022666,-213.99366213665633
2.6038385261080443e-6,224.70078049504033,3503.7694121998793,0.0027005479807375747,0.005983472753426063,3.0342831673755854e-6,365.2564528318555,3624.4087229619317,0.015383390436192444,0.00735968751107001,2.492260961454873e-7,661.9582603655115,516.7083522696206,0.011704133330239288,0.11504240611662732,0.0009270184125318781,4290.778325793305,398.7873386402266,0.04648635029803007,-0.03976439651082006,0.0001841753487993691,-0.0016167030624527822,2.3104566636030195,-213.50149313998892
2.599499047703052e-6,224.70078142721448,3503.7693771882955,0.0037909289190810633,0.0064882249648972115,3.042489455365492e-6,365.25645339345397,3624.4087144661225,0.016318836696811778,0.00766708208568898,2.66955017260218e-7,663.0901475140713,499.3633350396242,0.009944744830981036,0.11020164634278677,0.0009094323755498917,4291.776485069435,398.3994879687454,0.046854180112258496,-0.04007098670915759,0.00020697262894544814,-0.0016247324595680109,2.3108162592419093,-213.3059208329312
2.586765044815069e-6,224.70078267258046,3503.7693313036707,0.004813104026310687,0.00692992933959625,3.050104743940552e-6,365.25645347717864,3624.408711984113,0.01717140325061166,0.007930477374021331,2.744161261590621e-7,664.2239700845358,483.98879099776235,0.012588190267077064,0.11129862246629643,0.0008954034723023721,4289.915919509538,405.55986330447627,0.04713180218378151,-0.03978833632737487,0.00023543928821314703,-0.001630894833222921,2.311505457050354,-213.40777373911837
2.568004861347425e-6,224.70078435992056,3503.769270094249,0.005701631233230701,0.007318770828598069,3.056890753592893e-6,365.25645309670244,3624.4087153318683,0.0178997797203433,0.008160898079040317,2.701262067768715e-7,665.3597313862961,470.30611646117677,0.017994132343846694,0.11982428705801537,0.0008866629527229007,4285.127390226271,420.60826271731355,0.047324847090370784,-0.03878327466652026,0.0002691308693899992,-0.0016318807606151345,2.3124445257111415,-213.79369097847837
2.545718728281342e-6,224.70078665659423,3503.7691866612076,0.006382633661908561,0.007628195130202206,3.0625940868602133e-6,365.2564523042234,3624.4087238107936,0.01845708818263886,0.008338996521910827,2.520440493342089e-7,666.4974347344037,458.3162774766857,0.02346811152568856,0.14049195145532392,0.0008861392007064085,4277.444826770956,443.91762730322864,0.047451308980011035,-0.03693195868529171,0.00030744137693227547,-0.001624179250543132,2.3135180901743,-214.45082053561288
2.522653098070061e-6,224.70078973606795,3503.7690695171473,0.006684173986217413,0.007726822434075677,3.0664431136097506e-6,365.2564511689205,3624.4087364182087,0.01871540258346205,0.008365066030660435,2.1901759969142956e-7,667.6370834495771,448.02139178340815,0.014048941944685603,0.18556804468904467,0.0009006765695630812,4266.830920497754,476.4143094825427,0.047535647636574516,-0.03407308836717409,0.0003498248089444795,-0.0016040744054315376,2.3145377857310208,-215.37758704921055
