# body ntrans tobs tcalc ttv noise sigma
#   JED- (2430000) min min min
1.0,0,3503.76848,3503.76848,-1.157,-0.12,0.16666666666666669
1.0,1,3728.469822,3728.469822,-0.377,-0.13,0.16666666666666669
1.0,2,3953.172716,3953.172716,2.637,-0.08,0.16666666666666669
1.0,3,4177.871469,4177.871469,-0.3111,-0.21,0.16666666666666669
1.0,4,4402.570699,4402.570699,-2.572,0.16,0.16666666666666669
1.0,5,4627.275477,4627.275477,3.156,-0.0086,0.16666666666666669
1.0,6,4851.97649,4851.97649,3.462,-0.22,0.16666666666666669
1.0,7,5076.675893,5076.675893,1.449,0.01,0.16666666666666669
1.0,8,5301.3739,5301.3739,-2.573,-0.24,0.16666666666666669
1.0,9,5526.073922,5526.073922,-3.694,-0.14,0.16666666666666669
1.0,10,5750.779062,5750.779062,2.554,-0.096,0.16666666666666669
1.0,11,5975.478775,5975.478775,0.9894,-0.2,0.16666666666666669
1.0,12,6200.177137,6200.177137,-2.523,-0.14,0.16666666666666669
1.0,13,6424.877883,6424.877883,-2.6,4.9e-7,0.16666666666666669
1.0,14,6649.579362,6649.579362,-1.624,-0.041,0.16666666666666669
1.0,15,6874.282459,6874.282459,1.683,-0.013,0.16666666666666669
1.0,16,7098.981598,7098.981598,-0.7096,0.19,0.16666666666666669
1.0,17,7323.680961,7323.680961,-2.779,0.2,0.16666666666666669
1.0,18,7548.385826,7548.385826,3.073,0.19,0.16666666666666669
1.0,19,7773.087126,7773.087126,3.793,0.015,0.16666666666666669
1.0,20,7997.786648,7997.786648,1.952,0.0058,0.16666666666666669
1.0,21,8222.484787,8222.484787,-1.881,0.096,0.16666666666666669
1.0,22,8447.184809,8447.184809,-3.001,-0.0099,0.16666666666666669
1.0,23,8671.890084,8671.890084,3.442,0.078,0.16666666666666669
1.0,24,8896.589781,8896.589781,1.853,0.26,0.16666666666666669
1.0,25,9121.288221,9121.288221,-1.546,-0.02,0.16666666666666669
1.0,26,9345.988587,9345.988587,-2.172,-0.062,0.16666666666666669
2.0,0,3624.412013,3624.412013,4.287,-0.14,0.16666666666666669
2.0,1,3989.664565,3989.664565,-1.348,0.15,0.16666666666666669
2.0,2,4354.924834,4354.924834,4.13,0.36,0.16666666666666669
2.0,3,4720.176004,4720.176004,-3.494,-0.16,0.16666666666666669
2.0,4,5085.435219,5085.435219,0.4652,-0.043,0.16666666666666669
2.0,5,5450.694363,5450.694363,4.322,0.21,0.16666666666666669
2.0,6,5815.943176,5815.943176,-6.696,0.17,0.16666666666666669
2.0,7,6181.202256,6181.202256,-2.931,0.35,0.16666666666666669
2.0,8,6546.459249,6546.459249,-2.17,-0.03,0.16666666666666669
2.0,9,6911.71341,6911.71341,-5.488,-0.14,0.16666666666666669
2.0,10,7276.976093,7276.976093,3.465,0.33,0.16666666666666669
2.0,11,7642.229414,7642.229414,-1.062,-0.23,0.16666666666666669
2.0,12,8007.486723,8007.486723,0.152,0.14,0.16666666666666669
2.0,13,8372.746723,8372.746723,5.243,0.39,0.16666666666666669
2.0,14,8737.996422,8737.996422,-4.5,0.59,0.16666666666666669
2.0,15,9103.256291,9103.256291,0.4013,-0.028,0.16666666666666669
2.0,16,9468.514803,9468.514803,3.349,-0.041,0.16666666666666669
