4017.7500000000005	-189.46601221056264
4024.8908272359486	-189.01641920058688
4032.0443460066144	-188.58171992158654
4039.2105788689164	-188.16220986431247
4046.3895484198633	-187.75816699526968
4053.5812772966256	-187.36985200989162
4060.7857881766076	-186.99750903476527
4068.003103777519	-186.64136644025888
4075.2332468574455	-186.30163794440438
4082.4762402149177	-185.9785238932435
4089.732106688998	-185.67221263059892
4097.00086915933	-185.3828820437708
4104.282550546224	-185.11070109035003
4111.57717381073	-184.85583136072148
4118.884761954703	-184.61842869367348
4126.205338020884	-184.39864457181045
4133.538925092965	-184.19662752705756
4140.885546295666	-184.0125243390104
4148.2452247948095	-183.84648104795963
4155.617983797387	-183.6986438294654
4163.003846551638	-183.56915949886323
4170.402836347124	-183.4581758394149
4177.8149765147955	-183.3658416589532
4185.240290427072	-183.2923065134744
4192.678801497912	-183.23772003216797
4200.130533182885	-183.20223121173896
4207.595508979261	-183.18598705668683
4215.0737524260585	-183.18913121773434
4222.5652871041375	-183.21180212424443
4230.070136636269	-183.25413098369637
4237.588324687209	-183.31623950571839
4245.1198749637715	-183.39823733181225
4252.664811214909	-183.50021938208252
4260.223157231779	-183.6222630027082
4267.794936847827	-183.76442504082462
4275.380173938856	-183.9267387156554
4282.978892423106	-184.10921077543108
4290.591116261326	-184.31181833916065
4298.216869456849	-184.53450609725923
4305.856176055673	-184.77718360415236
4313.509060146534	-185.03972261360502
4321.175545860972	-185.3219549088712
4328.855657373434	-185.62367029195724
4336.549418901319	-185.944614974404
4344.256854705071	-186.28449029336912
4351.977989088254	-186.6429519822951
4359.712846397625	-187.0196097661035
4367.461451023216	-187.41402752547495
4375.223827398406	-187.82572390374307
4383.0	-188.25417339326813
