args = ["full", "60.0", "15.0", "ppmp"]
deltaphi: 2.1 log Prob: -72.4389076084184 Param: [2.597399715044404e-6, 224.7007800275792, 2.4335037652479634e6, -0.014029246412269812, 0.018839153213677923, 2.688349350673362e-6, 365.2564741935822, 2.433624402160871e6, 0.005340518509802, 0.01385224157263924, 0.0011982871750285816, 4174.549238663773, 2.4388292675617943e6, 0.07714145120164943, -0.047547958545944666, 0.00021444949054835781, -0.00021819076665528477, 2.1]
deltaphi: 2.1023463687150836 log Prob: -72.42630314998785 Param: [2.596872435999315e-6, 224.70078002920351, 2.433503765247969e6, -0.014072779650489631, 0.018802042560777173, 2.688149814001206e-6, 365.25647416680823, 2.4336244021610687e6, 0.005309713853443655, 0.013827052792703805, 0.0012000741576126321, 4174.427206237626, 2.43882936294485e6, 0.07721734912839787, -0.047459594315614556, 0.0002144484941374209, -0.00021798501350424053, 2.1023463687150836]
deltaphi: 2.1046927374301676 log Prob: -72.41445525956357 Param: [2.598181066987766e-6, 224.70078002494992, 2.43350376524791e6, -0.014107218951856251, 0.01886084533038379, 2.6876392337013016e-6, 365.25647427089547, 2.433624402159497e6, 0.005275175408388498, 0.01386372086985169, 0.0011977919551102972, 4172.727487123587, 2.438828021551274e6, 0.07720304654201987, -0.04755617267491277, 0.0002154916838551537, -0.0002181425771301383, 2.1046927374301676]
deltaphi: 2.1070391061452516 log Prob: -72.40280602572437 Param: [2.5979886493403816e-6, 224.70078001582323, 2.4335037652480183e6, -0.014079794604719647, 0.018838234117459367, 2.6878974739242575e-6, 365.2564742185369, 2.4336244021601486e6, 0.005298407087422885, 0.013846276670755473, 0.0011976132654923017, 4173.5760566655, 2.438828581999978e6, 0.07713124124703014, -0.04758080242214936, 0.00021524670190424652, -0.00021789652205137872, 2.1070391061452516]
deltaphi: 2.109385474860335 log Prob: -72.3866619684657 Param: [2.5938193160640482e-6, 224.70078004616047, 2.433503765247902e6, -0.013945087131246847, 0.018777449113169812, 2.6894876115498145e-6, 365.2564739487179, 2.433624402164338e6, 0.005427991014950599, 0.01381629799917285, 0.001201638944375849, 4177.870141952756, 2.438832102910861e6, 0.07711427270106574, -0.047370769801962594, 0.00021021805633608722, -0.0002202921047079535, 2.109385474860335]
deltaphi: 2.111731843575419 log Prob: -72.37952152925928 Param: [2.5954622877395403e-6, 224.70078004141496, 2.4335037652480165e6, -0.013905626825498653, 0.018765637531317984, 2.6894554325739846e-6, 365.2564740572765, 2.4336244021631405e6, 0.00545117361178747, 0.013806736710296422, 0.0012007659783362002, 4176.790012618277, 2.4388314263150436e6, 0.07714760082063214, -0.047416346343213955, 0.00021224136240399917, -0.00021875029694811917, 2.111731843575419]
deltaphi: 2.1140782122905026 log Prob: -72.36991743796781 Param: [2.596467090262276e-6, 224.70078002774076, 2.433503765247947e6, -0.014071264551750916, 0.018813025389981704, 2.688301042397099e-6, 365.2564741241542, 2.433624402161562e6, 0.005313915171111848, 0.01383261689570073, 0.0011997296810182475, 4174.967233716733, 2.4388297075739945e6, 0.0771526150902972, -0.04746290367942525, 0.00021379030539218176, -0.0002184917018797257, 2.1140782122905026]
deltaphi: 2.1164245810055866 log Prob: -72.36056177885769 Param: [2.5960966002717802e-6, 224.7007800330159, 2.4335037652479983e6, -0.01399621108866298, 0.018806726643595284, 2.688776623851099e-6, 365.25647411431936, 2.433624402162069e6, 0.005374312201004987, 0.013831118947769271, 0.0012000461099950285, 4175.496074461242, 2.4388302849108004e6, 0.07716227572575055, -0.047426394219024934, 0.0002132215293995647, -0.0002186703766146548, 2.1164245810055866]
deltaphi: 2.1187709497206706 log Prob: -72.3493602177818 Param: [2.5951624304234195e-6, 224.70078002947804, 2.433503765248012e6, -0.013952947378639205, 0.018804622505284932, 2.689174809151013e-6, 365.25647403327486, 2.433624402162874e6, 0.0054136479022600945, 0.013826871847233486, 0.0011991681986763662, 4175.87960440718, 2.438830758332533e6, 0.07706896257424839, -0.04745564108193801, 0.0002113581005812275, -0.00022019189626851983, 2.1187709497206706]
deltaphi: 2.121117318435754 log Prob: -72.3436946429481 Param: [2.596654001987785e-6, 224.7007800261614, 2.4335037652479527e6, -0.014095600722538557, 0.018809676172648074, 2.6880388213430895e-6, 365.25647414135636, 2.433624402161113e6, 0.005291927280227597, 0.013829317228529404, 0.0011996689184396584, 4174.143183024818, 2.4388291489214157e6, 0.07719247258610432, -0.04746577278615784, 0.00021404056997613257, -0.00021854643496601646, 2.121117318435754]
deltaphi: 2.123463687150838 log Prob: -72.3380814816288 Param: [2.597821207190845e-6, 224.70078001586748, 2.433503765248121e6, -0.014018601565514939, 0.018808963008956108, 2.6883687792775e-6, 365.25647424813155, 2.4336244021601e6, 0.0053531320684878205, 0.013823695939698991, 0.001197976511188746, 4173.216664338511, 2.438829047896227e6, 0.07714916138501096, -0.0474911440149503, 0.00021557725415040336, -0.0002174581871807971, 2.123463687150838]
deltaphi: 2.1258100558659216 log Prob: -72.33033308163601 Param: [2.5975095346952194e-6, 224.70078003069068, 2.4335037652479103e6, -0.014086623430237373, 0.018861974111916643, 2.687983060485429e-6, 365.25647421439743, 2.433624402160512e6, 0.0052927529094005665, 0.013869645659488427, 0.0011988115219422617, 4173.9001553149, 2.438828654602279e6, 0.07721751860561793, -0.047513150712112366, 0.00021496489151606198, -0.00021805533180740348, 2.1258100558659216]
