# body ntrans  tcalc ttv noise sigma
#   JED-2430000 min min min
1.0	0	3503.765462	-1.502	-0.28	0.5
1.0	1	3728.466222	-0.6644	-0.22	0.5
1.0	2	3953.166983	2.407	0.014	0.5
1.0	3	4177.867743	-0.4834	-0.15	0.5
1.0	4	4402.568503	-2.686	0.89	0.5
1.0	5	4627.269263	3.1	-0.57	0.5
1.0	6	4851.970024	3.464	-0.23	0.5
1.0	7	5076.670784	1.508	0.078	0.5
1.0	8	5301.371544	-2.456	-1.3	0.5
1.0	9	5526.072305	-3.519	0.5	0.5
1.0	10	5750.773065	2.787	0.54	0.5
1.0	11	5975.473825	1.28	0.094	0.5
1.0	12	6200.174585	-2.174	0.26	0.5
1.0	13	6424.875346	-2.193	0.75	0.5
1.0	14	6649.576106	-1.159	0.18	0.5
1.0	15	6874.276866	2.205	-0.44	0.5
2.0	0	3624.404359	1.455	0.34	0.5
2.0	1	3989.66027	-1.152	-0.8	0.5
2.0	2	4354.91618	0.5366	0.21	0.5
2.0	3	4720.172091	-2.493	-0.43	0.5
2.0	4	5085.428002	1.757	-0.53	0.5
2.0	5	5450.683913	3.576	0.25	0.5
2.0	6	5815.939824	-1.955	-0.11	0.5
2.0	7	6181.195734	-0.6665	-0.35	0.5
2.0	8	6546.451645	0.67	-2.2	0.5
2.0	9	6911.707556	1.568	0.28	0.5
