1.0	2.433503768426814e6	2.433503767739071e6	0.0010416666666666667
1.0	2.4337284692467493e6	2.4337284690812724e6	0.0010416666666666667
1.0	2.433953170066685e6	2.4339531719750776e6	0.0010416666666666667
1.0	2.43417787088662e6	2.434177870727916e6	0.0010416666666666667
1.0	2.434402571706556e6	2.4344025699582947e6	0.0010416666666666667
1.0	2.434627272526491e6	2.4346272747366736e6	0.0010416666666666667
1.0	2.4348519733464266e6	2.43485197574933e6	0.0010416666666666667
1.0	2.435076674166362e6	2.4350766751520834e6	0.0010416666666666667
1.0	2.4353013749862975e6	2.435301373159549e6	0.0010416666666666667
1.0	2.4355260758062326e6	2.4355260731812124e6	0.0010416666666666667
1.0	2.4357507766261683e6	2.4357507783210333e6	0.0010416666666666667
1.0	2.4359754774461035e6	2.4359754780347133e6	0.0010416666666666667
1.0	2.436200178266039e6	2.436200176396227e6	0.0010416666666666667
1.0	2.4364248790859743e6	2.4364248771429015e6	0.0010416666666666667
1.0	2.43664957990591e6	2.4366495786214764e6	0.0010416666666666667
1.0	2.436874280725845e6	2.4368742817181135e6	0.0010416666666666667
1.0	2.437098981545781e6	2.437098980857228e6	0.0010416666666666667
1.0	2.437323682365716e6	2.437323680220885e6	0.0010416666666666667
1.0	2.4375483831856516e6	2.4375483850851697e6	0.0010416666666666667
1.0	2.437773084005587e6	2.4377730863856063e6	0.0010416666666666667
1.0	2.4379977848255225e6	2.4379977859075307e6	0.0010416666666666667
1.0	2.4382224856454576e6	2.4382224840462613e6	0.0010416666666666667
1.0	2.4384471864653933e6	2.4384471840687287e6	0.0010416666666666667
1.0	2.4386718872853285e6	2.4386718893438475e6	0.0010416666666666667
1.0	2.438896588105264e6	2.4388965890407665e6	0.0010416666666666667
2.0	2.433624408130154e6	2.4336244108382994e6	0.0010416666666666667
2.0	2.4339896645290856e6	2.433989663389096e6	0.0010416666666666667
2.0	2.434354920928017e6	2.434354923658853e6	0.0010416666666666667
2.0	2.4347201773269484e6	2.43472017482963e6	0.0010416666666666667
2.0	2.4350854337258795e6	2.435085434043507e6	0.0010416666666666667
2.0	2.435450690124811e6	2.435450693187783e6	0.0010416666666666667
2.0	2.4358159465237423e6	2.435815942001311e6	0.0010416666666666667
2.0	2.436181202922674e6	2.436181201080642e6	0.0010416666666666667
2.0	2.436546459321605e6	2.436546458074629e6	0.0010416666666666667
2.0	2.4369117157205367e6	2.436911712235256e6	0.0010416666666666667
2.0	2.437276972119468e6	2.437276974917499e6	0.0010416666666666667
2.0	2.4376422285183994e6	2.4376422282393817e6	0.0010416666666666667
2.0	2.4380074849173306e6	2.4380074855470075e6	0.0010416666666666667
2.0	2.438372741316262e6	2.4383727455483284e6	0.0010416666666666667
2.0	2.4387379977151933e6	2.4387379952475303e6	0.0010416666666666667
2.0	2.439103254114125e6	2.439103255115474e6	0.0010416666666666667
