args = ["full", "90.0", "20", "ppp"]
Initial parameters: [3.0e-6, 224.70078245764762, 2.4335037652570787e6, 0.01, 0.01, 3.0e-6, 365.2563363573699, 2.4336244035772025e6, 0.01, 0.01]
Initial chi-square: 95.08355874851564
Finished 2-planet fit: [2.5663902560433684e-6, 224.70077289928963, 2.4335037653803607e6, 0.004936268684574181, 0.025416016104594784, 2.7529274100572823e-6, 365.2563502836494, 2.4336244034638745e6, 0.016480973046451748, 0.01945288434097098]
Period: 4163.799999999999 log Prob: -101.6070818601932 Param: [2.5766494929700725e-6, 224.70077814455797, 2.4335037652803995e6, -0.029403424612541806, 0.02537777649542972, 2.5153343711149853e-6, 365.25643060277025, 2.4336244026781116e6, -0.013440190790267955, 0.019689322886429873, -0.0017176912353252304, 4163.799999999999, 2.437796009306867e6, 0.09410237267404824, 0.033400678708673325]
Period: 4165.047201931268 log Prob: -101.61514294782003 Param: [2.5758381885199813e-6, 224.7007781459446, 2.4335037652803217e6, -0.02939228135539822, 0.0254650975680889, 2.515685750100697e-6, 365.25643046708075, 2.433624402679416e6, -0.013423004131146037, 0.019755213212258677, -0.001714973270130637, 4165.047201931268, 2.4377962769121034e6, 0.09399460332588173, 0.033468431790631324]
Period: 4166.2947774425975 log Prob: -101.62320821512196 Param: [2.575546532638568e-6, 224.70077814610917, 2.4335037652803264e6, -0.02937634943315716, 0.025533858117055826, 2.5159693238092217e-6, 365.2564303338412, 2.433624402680775e6, -0.013403262817284422, 0.01980862738928589, -0.0017131895133038091, 4166.2947774425975, 2.437796656059733e6, 0.09394214972638011, 0.03355230259501242]
Period: 4167.542726645893 log Prob: -101.63127971077833 Param: [2.575398975073375e-6, 224.700778131431, 2.4335037652805666e6, -0.02935126643374472, 0.02557635399597547, 2.5162619231493137e-6, 365.25643018116887, 2.4336244026822657e6, -0.013382079498263985, 0.019838870304603122, -0.0017125601310926286, 4167.542726645893, 2.437796983382542e6, 0.09390773629659578, 0.03357972011357612]
Period: 4168.7910496530785 log Prob: -101.63935961735599 Param: [2.5747487902805134e-6, 224.70077813676932, 2.4335037652804498e6, -0.029338050942213645, 0.025649842233424147, 2.5166360565297315e-6, 365.2564300554365, 2.4336244026835063e6, -0.013362120892537148, 0.019895205138009953, -0.0017100400857451288, 4168.7910496530785, 2.437797325450544e6, 0.09380814664192304, 0.03366133883099819]
Period: 4170.039746576126 log Prob: -101.6474449361439 Param: [2.5744557513165e-6, 224.7007781373856, 2.433503765280437e6, -0.029323464813779423, 0.025725441897648544, 2.5169604660905467e-6, 365.25642991542924, 2.433624402684935e6, -0.01334031332682463, 0.019954581472161104, -0.0017080026064328997, 4170.039746576126, 2.4377977071545254e6, 0.09375331108841214, 0.03374570657006238]
Period: 4171.2888175270355 log Prob: -101.65553403388796 Param: [2.5738719910814564e-6, 224.70077813421577, 2.4335037652804465e6, -0.02931894470043022, 0.025796913208414672, 2.5172982615539417e-6, 365.2564297710043, 2.433624402686343e6, -0.013327916460650674, 0.020007554082737543, -0.001705941031023114, 4171.2888175270355, 2.437797988140327e6, 0.09367163298754957, 0.033805307605422975]
Period: 4172.538262617846 log Prob: -101.66362673771857 Param: [2.5737785782350896e-6, 224.70077813192748, 2.4335037652805205e6, -0.029276917540367396, 0.025851346005569202, 2.517696558699778e-6, 365.2564296329557, 2.4336244026877447e6, -0.013289238223784758, 0.02005169814498001, -0.001704497915417867, 4172.538262617846, 2.437798491244208e6, 0.09362828833433065, 0.033879527338344984]
Period: 4173.788081960618 log Prob: -101.67172225238122 Param: [2.5733150430400922e-6, 224.7007781225813, 2.4335037652806398e6, -0.029277440421989574, 0.025908292824736237, 2.517914409863659e-6, 365.2564294866863, 2.4336244026891724e6, -0.013283980051490318, 0.02009266945248442, -0.0017032370523142831, 4173.788081960618, 2.4377986964900955e6, 0.09357348740424949, 0.03391995003302492]
Period: 4175.038275667455 log Prob: -101.6798204125709 Param: [2.5725744708109236e-6, 224.70077812832488, 2.4335037652805e6, -0.02927907366012914, 0.025995645137596515, 2.5183070072141268e-6, 365.2564293512105, 2.4336244026904856e6, -0.013272992241646306, 0.02016073889487349, -0.001700298626959489, 4175.038275667455, 2.4377990613519694e6, 0.09346986261156628, 0.0340140407898463]
Period: 4176.288843850493 log Prob: -101.68791926542424 Param: [2.572350377877456e-6, 224.70077812022768, 2.4335037652806467e6, -0.029241838551446433, 0.02604609618982436, 2.5186507184312836e-6, 365.256429209293, 2.4336244026918923e6, -0.01324033899984401, 0.02019951467784762, -0.0016992414683959683, 4176.288843850493, 2.437799448848649e6, 0.09342395227726255, 0.034059988985555394]
Period: 4177.539786621901 log Prob: -101.69602222555639 Param: [2.5718420720748775e-6, 224.7007781200614, 2.433503765280643e6, -0.029217532574092455, 0.026125818448103043, 2.519050298651269e-6, 365.256429068458, 2.433624402693298e6, -0.013213289909993093, 0.02026067913190711, -0.0016970600188958142, 4177.539786621901, 2.437799847773941e6, 0.0933570745273441, 0.0341441261516988]
Period: 4178.791104093885 log Prob: -101.70412567878483 Param: [2.5709605958666446e-6, 224.70077812896272, 2.433503765280445e6, -0.02923012796804416, 0.0262139871776123, 2.5193737549510967e-6, 365.2564289403599, 2.4336244026945564e6, -0.01320947269211196, 0.020328658309106875, -0.0016939449125791663, 4178.791104093885, 2.4378001346266726e6, 0.09324170725839351, 0.03424492243735412]
