mu_1,P_1,t01,ecos1,esin1,mu_2,P_2,t02,ecos2,esin2,mu_3,P_3,t03,ecos3,esin3,tcos,tsin,dphi,lprob
1.6787284158596937e-6,224.70076848479874,3503.7696037851756,-0.08004346162880503,0.008719926630873133,2.4422745762423806e-6,365.2563590927537,3624.4097502990585,-0.052617829369664144,0.006961379694763461,0.0009860735142274313,4949.43398892119,1078.5033743074503,0.08285046465951591,0.10626075654351264,0.00025065920072103504,-0.0017433801560374337,2.2,-133.46621391449287
1.6787910255878551e-6,224.70076848398566,3503.769603799787,-0.08004241863180282,0.008718573462273138,2.4422772481523418e-6,365.2563590898407,3624.409750328621,-0.052616836074518676,0.006960311997832835,0.0009861032446465826,4949.458011211684,1078.463616242958,0.08285009188631011,0.10625795180973113,0.00025065426978169547,-0.00174333516580921,2.200602006688963,-133.36188960123167
1.678757643131364e-6,224.700768484744,3503.769603784299,-0.08004663488256397,0.008718122876787025,2.4422594815823425e-6,365.2563590920365,3624.4097503048133,-0.05262020610938733,0.0069600099982811865,0.000986033511202651,4949.440019796551,1078.4876520598596,0.0828465181115997,0.10626447586366662,0.00025065015781490404,-0.001743346402797669,2.2012040133779265,-133.25798051714614
1.6787338248148357e-6,224.7007684846236,3503.769603787738,-0.08004326636413835,0.008720084421083123,2.442274238615615e-6,365.2563590921939,3624.4097503034914,-0.05261769106679953,0.006961489621280772,0.0009860778531300934,4949.443096084038,1078.4907168829834,0.08285002286204173,0.106260682023911,0.00025066470609753244,-0.0017433757314037044,2.2018060200668894,-133.15397071510492
1.6787862938463478e-6,224.70076848434076,3503.7696037940905,-0.08004208860485287,0.008716117663216234,2.442276964254714e-6,365.25635909114715,3624.4097503135235,-0.05261665756396537,0.006958476013733307,0.0009861080578214363,4949.448475128412,1078.4600275276653,0.08284834221710907,0.10625611292225749,0.00025064289161832293,-0.0017433437893302774,2.202408026755853,-133.04806173864245
1.6787944264027064e-6,224.70076848419274,3503.7696037958076,-0.08004276270077938,0.008716914277764259,2.442273360425793e-6,365.2563590905451,3624.4097503191756,-0.05261719932485823,0.006959076531402024,0.000986099565076716,4949.459781772859,1078.4487080618642,0.08284784354238425,0.10625767166260111,0.0002506493711728674,-0.0017433337059341515,2.203010033444816,-132.9421007735543
1.6786979576479762e-6,224.70076848490606,3503.7696037843093,-0.08004096424580054,0.008721094797813352,2.4422855521654683e-6,365.2563590936162,3624.4097502899845,-0.05261600217438934,0.006962280363056196,0.000986103403781279,4949.426792175727,1078.517412009263,0.08285284649090531,0.10625786260507085,0.00025066629041777514,-0.0017434125503673946,2.203612040133779,-132.83720601925344
1.6787384568368294e-6,224.70076848462,3503.769603789056,-0.08004165208667689,0.00871906502228458,2.442280866937108e-6,365.25635909238287,3624.4097503015855,-0.05261643413961838,0.006960723841972138,0.0009861050150625056,4949.438529379259,1078.4896869878546,0.08285072562006782,0.1062572065228686,0.00025065718322503285,-0.0017433800792397791,2.2042140468227425,-132.72960943685948
1.6786964680034902e-6,224.70076848483467,3503.7696037854357,-0.08004100171823385,0.0087211323238865,2.442284733148904e-6,365.25635909341446,3624.40975029143,-0.052616061917452134,0.0069623099587224685,0.00098610700723301,4949.430491719654,1078.5102322606508,0.08285261487631619,0.10625739961418433,0.0002506689008327201,-0.0017434134673872132,2.204816053511706,-132.62273012482365
1.6787182345144042e-6,224.70076848495137,3503.7696037835167,-0.0800416853736999,0.008718910809525894,2.4422806146257757e-6,365.2563590936129,3624.4097502891327,-0.05261653408041836,0.006960642492883251,0.0009860978135299093,4949.4253853832215,1078.506899014443,0.08285077962428836,0.10625756082435635,0.00025065481319386674,-0.0017433965298738027,2.2054180602006688,-132.51422144265342
1.678709129654268e-6,224.70076848491064,3503.769603783738,-0.08004217769152414,0.008720752205102721,2.44228116518403e-6,365.2563590934114,3624.409750292396,-0.0526168494811651,0.006962007636023103,0.0009860885594529755,4949.426311267999,1078.517040873158,0.08285193432840868,0.10625920880582669,0.00025066245785805883,-0.0017433995207920031,2.206020066889632,-132.40559189866067
1.6786970147093955e-6,224.70076848541675,3503.769603775309,-0.08004245915104063,0.008719519997560335,2.442279505837453e-6,365.2563590951968,3624.409750274252,-0.05261708065312651,0.006961092513604297,0.0009860776573349312,4949.407844763427,1078.5341610171238,0.08285097906412713,0.10625941391187452,0.00025065250443465884,-0.0017434109363901667,2.2066220735785955,-132.2964562649397
1.6787330029986431e-6,224.70076848450248,3503.769603790233,-0.08004283959941061,0.008720430084557342,2.442275585663749e-6,365.2563590918026,3624.40975030797,-0.05261737471596893,0.006961773414553488,0.0009860878273350506,4949.445107017323,1078.4913065355138,0.08285099239916796,0.1062598313570866,0.0002506655458684696,-0.0017433771306317393,2.2072240802675585,-132.18610029307752
1.678706671764338e-6,224.70076848499315,3503.7696037819305,-0.08004257364970409,0.008720560914124306,2.442278935665621e-6,365.2563590936494,3624.409750289567,-0.052617190548949436,0.006961865582258028,0.0009860780755021853,4949.4253813974,1078.5182764928247,0.082851224387281,0.10626040089156381,0.0002506620966185848,-0.0017434000855034444,2.207826086956522,-132.07605057618383
1.6787781745752173e-6,224.70076848441448,3503.769603792126,-0.08004310752784609,0.00871726615704488,2.44227414819739e-6,365.2563590912619,3624.409750313154,-0.052617454818655006,0.006959341124205983,0.000986088611075474,4949.450085245087,1078.465549759633,0.08284836597540061,0.10625867965471479,0.00025064784145224523,-0.0017433452098965904,2.2084280936454848,-131.9640154217505
1.6787489152255884e-6,224.70076848475873,3503.7696037847622,-0.08004593311823144,0.008718703808321978,2.442263372094771e-6,365.2563590922152,3624.409750304201,-0.052619669776210666,0.006960459109025348,0.000986041956555722,4949.435166804355,1078.4976260791623,0.08284792099122865,0.10626365090458578,0.0002506526299690444,-0.0017433550512952597,2.209030100334448,-131.85261648834594
1.678772935584537e-6,224.70076848431415,3503.769603794733,-0.0800412839036338,0.008717148230646826,2.442280812864484e-6,365.25635909121553,3624.4097503129206,-0.05261607963833045,0.006959248873761603,0.000986118465528545,4949.450734494806,1078.4615673212513,0.08284946548703125,0.10625547024988616,0.00025065008278688465,-0.00174335619567292,2.2096321070234115,-131.74053113066097
1.678801262992677e-6,224.70076848414806,3503.7696037971264,-0.08004213362736827,0.008715608558737358,2.442275790021034e-6,365.2563590904836,3624.409750319126,-0.05261671629087745,0.006958083355628609,0.0009861118682066108,4949.457918438508,1078.4426940500596,0.0828473705306718,0.10625571302143806,0.0002506440065323632,-0.0017433321258622518,2.2102341137123744,-131.627365266039
1.6787377060059403e-6,224.70076848476876,3503.7696037872333,-0.0800407130594353,0.008717799383929492,2.442284687262277e-6,365.25635909303224,3624.4097502945665,-0.052615717081722566,0.00695978532284797,0.0009861161543471297,4949.429769044423,1078.4950632167233,0.08285069622403146,0.10625541061330632,0.0002506486883194035,-0.001743386065165186,2.210836120401338,-131.51502036940695
1.6787150657612614e-6,224.70076848456307,3503.7696037923583,-0.08003682900798074,0.008720303442558301,2.4423003588030513e-6,365.25635909294584,3624.4097502958034,-0.0526127821971493,0.0069616707313572505,0.0009861739806136915,4949.436399000944,1078.4933589957577,0.08285483376881614,0.10625036028056539,0.00025066622700850485,-0.001743415961980668,2.211438127090301,-131.40180337276644
1.6786906232764797e-6,224.70076848503632,3503.7696037808246,-0.08004300786516463,0.008722087695811172,2.4422776130439723e-6,365.25635909380395,3624.409750288548,-0.052617574164890914,0.006963036433560473,0.0009860707114136163,4949.424965161762,1078.5265958575833,0.08285197288573536,0.10626155920361902,0.0002506704714320121,-0.0017434092065713382,2.212040133779264,-131.28720536407232
