mu_1,P_1,t01,ecos1,esin1,mu_2,P_2,t02,ecos2,esin2,mu_3,P_3,t03,ecos3,esin3,lprob
3.597750735248832e-6,224.7008055293871,3503.7691983453133,-0.09717599181667752,-0.03255295539131219,2.5120931465408966e-6,365.2564477979044,3624.4085433428127,-0.06260788444943205,-0.024419288115590722,0.000478042289045282,4017.7500000000005,1763.6627392683945,-0.05873617694456408,0.11723150377716615,-117.50887335611444
3.5954745493067268e-6,224.70080552646039,3503.769198897389,-0.09733472244951268,-0.03253598973809704,2.5113505055506347e-6,365.2564476968122,3624.40854495743,-0.06274069988792405,-0.024394463196515986,0.00047912519401671833,4020.810912131771,1761.0534556527098,-0.05826138247621871,0.11721886030078682,-117.50053605131617
3.5932017205077294e-6,224.7008055230459,3503.769199454964,-0.09749390257133789,-0.03252011913927923,2.510609050150403e-6,365.25644759536914,3624.4085465818707,-0.06287374811052909,-0.02437056943958792,0.00048019153747093997,4023.874156211289,1758.4322584098463,-0.05779818066419513,0.11720807981724894,-117.49196134954819
3.590971719553072e-6,224.7008055191292,3503.769200020618,-0.09764995618874384,-0.03250329387813664,2.5098836558847124e-6,365.2564474931349,3624.4085482202254,-0.06300424252204728,-0.024346035289549137,0.00048127981612677135,4026.939734015151,1755.7915927102297,-0.0573302816720762,0.11719062939413304,-117.48314542517987
3.5887717336234075e-6,224.700805514765,3503.769200592588,-0.09780390675558083,-0.03248695759616461,2.5091697622074725e-6,365.25644739062005,3624.4085498675404,-0.06313297144920345,-0.02432197290347711,0.00048237483845501276,4030.007647321294,1753.133828604454,-0.05686479168268785,0.11716938650229866,-117.47408463946323
3.586578627147516e-6,224.70080550997758,3503.7692011704635,-0.0979581485517745,-0.032470467707445654,2.508457203571899e-6,365.25644728747346,3624.4085515277543,-0.06326183147346591,-0.02429784891264336,0.0004834673326963085,4033.0778979090146,1750.4685893574417,-0.05640364185648593,0.11714835793266838,-117.4647755152
3.584409528649454e-6,224.700805504693,3503.7692017549994,-0.09811089407556421,-0.03245470767818279,2.5077534633502585e-6,365.2564471839806,3624.408553197763,-0.06338940571539162,-0.024274383960146736,0.00048456055180410006,4036.15048755896,1747.7872596920458,-0.0559470104211408,0.11712508498521927,-117.45521474460092
3.582273208167201e-6,224.7008054988808,3503.769202347155,-0.09826131663620429,-0.03243847537680284,2.5070628772572583e-6,365.256447079671,3624.408554881028,-0.06351505386585059,-0.024250657738293564,0.00048566636525199856,4039.225418053147,1745.086218905838,-0.055490320681501726,0.11709672766950863,-117.44539917568615
3.580160140011567e-6,224.7008054926489,3503.7692029454447,-0.09841033939700423,-0.032422199451695416,2.5063805381753856e-6,365.256446974914,3624.4085565751275,-0.06363949675836207,-0.02422697272793252,0.00048677890709040734,4042.3026911749384,1742.3739172116937,-0.0550347564476149,0.11706602466986149,-117.435325840614
3.578083782106227e-6,224.70080548589826,3503.769203551181,-0.09855683572069981,-0.032405637810439564,2.5057106852496745e-6,365.25644686951307,3624.4085582811545,-0.06376185112258859,-0.02420315193738815,0.00048790385180582784,4045.382308709053,1739.6434816766025,-0.05457889772654838,0.11703089193791968,-117.42499191368528
3.575993958404913e-6,224.70080547866587,3503.7692041622618,-0.09870539280287721,-0.032390347211741465,2.5050355958089675e-6,365.2564467635512,3624.408559998556,-0.06388570750934018,-0.024180391414989965,0.0004890078169483375,4048.4642724415844,1736.9069554638259,-0.05413545943847793,0.11699961401176805,-117.414394750915
3.5739630420299777e-6,224.70080547105027,3503.7692047803516,-0.09884906318011782,-0.03237341087179516,2.5043833667588116e-6,365.2564466570925,3624.4085617269247,-0.06400563490483756,-0.024156439332427473,0.0004901466112491834,4051.548584159973,1734.1532623088465,-0.05368198522099282,0.1169596613873437,-117.40353188854361
3.5719350311336357e-6,224.70080546287213,3503.7692054047197,-0.09899328874452307,-0.03235789445250896,2.503731661003813e-6,365.256446550107,3624.4085634656885,-0.06412588041289594,-0.024133678955872328,0.0004912696635626915,4054.6352456530217,1731.386396272718,-0.05323971385221055,0.11692148438541687,-117.39240099365904
