mu_1,P_1,t01,ecos1,esin1,mu_2,P_2,t02,ecos2,esin2,mu_3,P_3,t03,ecos3,esin3,tcos,tsin,dphi,lprob
3.2111582824091867e-6,224.70078461541553,3503.7693616736756,-0.14573025697381362,-0.05665326713858662,2.2331503623088915e-6,365.25646630274747,3624.403528531098,-0.09995290257651109,-0.04126133501155864,0.00032309251257606046,4228.482983525035,1804.0593451205489,-0.07380838249813544,0.23573641877416987,0.005075267168919626,0.017346917494418062,0.0,-185.13436491634414
3.2038202039535743e-6,224.70078398463986,3503.7693818276925,-0.146586743955776,-0.056351042403483195,2.227458531666828e-6,365.2564054791295,3624.404051754058,-0.10019378217976686,-0.04093782086113511,0.0003316480829940765,4281.4853720874535,1701.456582941293,-0.06951846977298407,0.23658022603596032,0.005255279163685122,2.8010398405914573e-6,0.03157379551346526,-222.47222513434758
3.2592167880529726e-6,224.70078479356263,3503.769352354455,-0.14048561567010698,-0.08890031660125935,2.261060814008073e-6,365.25643355980503,3621.0582553151185,-0.09661874042945398,-0.06851033300447144,0.0002817862174482364,4258.226062149883,1713.6117220630542,-0.13239872736865027,0.24826580884856625,3.3503918876381698,12.503177530535563,0.06314759102693052,-814.6666112186497
3.2592368086846523e-6,224.7007847935297,3503.7693523562007,-0.14048301832665075,-0.0888957192229198,2.261070098705967e-6,365.25643746461003,3621.0586420233426,-0.09661659608975906,-0.0685065132403509,0.0002817982008850822,4258.22470739666,1713.6013460456224,-0.13238713544649908,0.24825557328149628,3.350005181994309,9.501933277405566,0.09472138654039577,-781.7479091323622
3.259251851634831e-6,224.70078479355658,3503.7693523546795,-0.14048102781852742,-0.08890811568657384,2.2610792038281906e-6,365.2564226231632,3621.057527476587,-0.09661530853250798,-0.06851701286098678,0.0002817850583182285,4258.2380403260895,1713.563645127932,-0.13240987039064053,0.24825805540138116,3.3511197409206894,-20.388025185234927,0.12629518205386103,-871.2177187356332
3.3563189744301284e-6,224.7007835845105,3503.769382422623,-0.12884274690722058,-0.05835709396123742,2.2940720588922546e-6,365.2564760908896,3624.408442214388,-0.08671301574886185,-0.04240717305504455,0.0003666257654917189,4285.113935930909,1652.111141832977,-0.09396101418360923,0.23749854845225318,-0.00012307178175176926,0.0005198546479285688,0.1578689775673263,-191.30706416022895
3.356334586809284e-6,224.7007835845433,3503.769382422185,-0.1288410043621563,-0.05835659033056789,2.294077851241264e-6,365.25647609076515,3624.408442215973,-0.08671165424990908,-0.04240680565760858,0.00036663471939180986,4285.112726684545,1652.0992307903866,-0.09395801903912061,0.23749067929101692,-0.00012308273985079312,0.0005198497818648511,0.18944277308079155,-192.15033349737553
3.356293876559953e-6,224.7007835845403,3503.7693824223147,-0.12884579636018473,-0.0583577870250376,2.294060421641485e-6,365.25647609055943,3624.4084422161186,-0.0867153893329349,-0.04240769244844156,0.00036661761778335444,4285.113636012006,1652.1177659834884,-0.09396455274561719,0.23750156489052104,-0.0001230359110839855,0.0005198493421662012,0.2210165685942568,-193.11555833473753
3.3563044620995266e-6,224.70078358441447,3503.7693824261983,-0.1288446714396453,-0.05835801507388404,2.2940641906237674e-6,365.25647609023434,3624.408442223359,-0.08671451797683603,-0.04240789788472249,0.0003666247065261903,4285.1212157719865,1652.0964538217202,-0.09396237452391117,0.23749716511597824,-0.00012304564372373598,0.0005198569635940651,0.25259036410772207,-193.60921645888772
3.356333801982975e-6,224.70078358437542,3503.7693824277426,-0.12884104508710903,-0.05835715247037018,2.294078690218843e-6,365.256476090222,3624.4084422238543,-0.08671166742920786,-0.04240730736487337,0.00036663490361094,4285.124055594104,1652.0760703451742,-0.0939573761528871,0.23748897207140515,-0.00012302912224173863,0.0005198610177188887,0.2841641596211873,-193.90691002487222
