mu_1,P_1,t01,ecos1,esin1,mu_2,P_2,t02,ecos2,esin2,mu_3,P_3,t03,ecos3,esin3,mu_4,P_4,t04,ecos4,esin4,lprob
-2.6684470604953945e-8,224.6988826788035,3503.808063106995,0.08741539527163363,-2.079480635686557,-3.617295113656494e-8,365.2891512540984,3618.521588605786,-0.05934575066867438,-0.020554751865819135,3.263075005408091e-8,547.8749999999998,328.7353730903666,0.00996244273861369,0.009954933111164114,0.005652939857265566,42762.691336465614,40814.87917914454,-10.516076407791248,-11.372171383554203,-167.54146601914343
3.6669590226264334e-6,224.70078427828213,3503.7686969667407,-0.08285660192162533,-0.036363288147460586,2.5881733682414163e-6,365.2598317616867,3624.3776582592295,-0.05085952219702917,-0.027616541203673947,3.436665840462769e-7,551.1997539631855,477.30698417044346,-0.06808848934397747,-0.02552508822017383,0.0007119722522909359,4340.597870920759,1327.4521830249714,-0.026854659957547728,0.11104049645241017,-84.02590728004739
3.7438850504121896e-6,224.70078371345866,3503.7687053140467,-0.08304346191902261,-0.034747381108922136,2.5838985823613198e-6,365.25721733104115,3624.400702208409,-0.05089627068136063,-0.026302557955378315,1.617699188593776e-7,554.544684041207,161.3234296699703,-0.001329740778634,-0.016466406686822223,0.0007321157519044252,4351.460279683815,1317.2124512613445,-0.022272113375165225,0.10976855536296305,-84.75451664353734
3.764184511455276e-6,224.70078366389302,3503.7687053327877,-0.08261149209150626,-0.034062815895523416,2.5845661529210876e-6,365.25675867863794,3624.404729408837,-0.05065241306020937,-0.02568493231792937,1.5347044171833256e-7,557.9099126718797,120.99343014572804,-0.003373658604476972,-0.01781793995602302,0.0007431661629213916,4355.493811773682,1310.9400087475915,-0.022729690267428895,0.10948145585344549,-84.92288629424418
3.773508219442388e-6,224.70078315676963,3503.7687116866414,-0.0822795444620735,-0.03349183583015317,2.5844695442268698e-6,365.25658579082426,3624.406254472644,-0.050575707095675375,-0.02512667240946555,1.5092695783452123e-7,561.2955630360256,644.9591665935566,-0.0020095171544738093,-0.022599281837976413,0.0007607813503083021,4368.648078215179,1293.0690345734988,-0.022723280837326942,0.10831475156376605,-85.16290947946531
3.759346235040005e-6,224.70078118624323,3503.7687398871217,-0.0821206390452689,-0.03399824884143198,2.580900980536844e-6,365.25649069167713,3624.407101525049,-0.050745681105153796,-0.025380468143189967,1.5629664816692063e-7,564.7017590619851,623.360144871147,-0.008198024009111819,-0.0388999705909526,0.0007921649323722439,4413.950911907774,1232.7290179502268,-0.02073414695354176,0.10487046146158607,-85.46423583780816
3.728915874099006e-6,224.70077954849498,3503.7687699918374,-0.0813474597495913,-0.03441146568947634,2.5798660686979715e-6,365.2564406287524,3624.4075519464227,-0.050515956447851444,-0.025515642948367633,1.549661145533669e-7,568.1286254301516,31.963371815354343,-0.013069862423589243,-0.05093744302029245,0.0008056799443491933,4465.5975740905815,1173.2169369767132,-0.016651234720077745,0.10981715490658345,-85.44803476762569
3.7119879064488023e-6,224.70077430141086,3503.7688853104787,-0.07920856653321935,-0.0365970631369917,2.5802763056360553e-6,365.25638471702865,3624.408045931138,-0.049742507061977886,-0.0263258523628744,2.7393234538389466e-7,571.5762875775364,562.8899766202986,0.006650870163413054,-0.03465401387647478,0.0007876425423904362,4663.655920210058,984.9603917503479,0.010919076673831131,0.13905084413768953,-83.0573737080479
3.730814078210761e-6,224.7007708999464,3503.768941120356,-0.07047113469560906,-0.03823509577984091,2.5973649651190646e-6,365.2563520563165,3624.4083596295263,-0.04421844139009503,-0.0259855434370517,4.633785572838814e-7,575.0448717023575,524.129366408165,0.00587431750040914,-0.030251074553653508,0.0009340371140451748,4800.253076411389,770.6197014984244,0.016926467332730823,0.11429014172184614,-80.34811636438361
3.7615685496152914e-6,224.70076871634407,3503.7689791182775,-0.059370820225961025,-0.03646078307598497,2.6151910662272136e-6,365.256336873433,3624.408523797186,-0.03718816897988262,-0.024132978396240647,6.269909644285875e-7,578.5345047686627,480.58641474516367,0.010049348418490648,-0.02764963004741215,0.0012114244420213182,4907.899212550246,580.0152971583389,0.02885975877475554,0.08076162219217181,-80.20198075615313
3.746729700666934e-6,224.70076908664473,3503.768973499096,-0.05597697446823456,-0.038595867814368266,2.6116256478626464e-6,365.2563532617089,3624.4083925016466,-0.03539322738131552,-0.025958637694917214,7.061630799104966e-7,582.0453145109748,439.5187008839821,0.0142650064900494,-0.028382281713504827,0.0012710384186859147,4902.880254993989,545.7949561883164,0.031004394377562396,0.06254362276882959,-82.77107562150279
4.106070857461058e-6,224.70077591898897,3503.7688316316776,-0.10373317591039737,-0.021947610183063297,2.456274175941539e-6,365.2564105998388,3624.4078592562214,-0.07283993893692484,-0.014997260873271571,8.03641053863416e-7,585.5774294389681,667.4772484244565,-0.04069540535635417,-0.011960132787686503,0.0007016235306754047,4526.440536429643,1305.634546565267,0.004887816021576352,0.11989196069964714,-83.41132704864276
5.501501991442391e-6,224.70079896240264,3503.768470338028,-0.005979517308560086,-0.005266116505892736,2.9612290876461886e-6,365.25645581909663,3624.40743633961,0.010953359647984596,-0.00018604365866019103,6.322480685134985e-7,589.1309788421701,84.64045967024757,0.027696359593629934,-0.03263213826269323,0.0005163921878162047,3966.9094011572315,841.2246438658121,-0.05837152157042228,-0.10138349235951852,-68.301217946142
5.416635393808273e-6,224.70079711308594,3503.7685104858524,-0.015074161093495447,-0.003622542345012005,2.8916332896120486e-6,365.25646042137726,3624.4074283217774,0.002883182902710049,0.0012878389552947909,7.5455883955083e-7,592.7060927946975,625.7377934653992,0.0167695119954043,-0.030043432834833853,0.0008049269056742718,3951.644369980995,720.3065936300168,0.0318326323050456,-0.08062860634995596,-65.23015122526495
5.313480602912238e-6,224.7007974518811,3503.768514367399,-0.016910448108428226,-0.006834835456708547,2.8730582934600103e-6,365.2564923366749,3624.4071594789043,0.001704119176833704,-0.0027332952313065795,7.68778081816967e-7,596.3029021600152,585.0729485120884,0.018442398572276288,-0.03861000153588928,0.0008228692210737214,3827.9078928318204,853.5426028140854,0.04441818223248294,-0.08315862708931374,-61.5777567094341
4.715732214676727e-6,224.70080305732714,3503.768421969986,-0.01954234821272786,-0.025818751594021864,2.8697745170037725e-6,365.2565766063492,3624.40641486135,0.00022944709036724063,-0.01842829368017048,2.8415474008758496e-7,599.9215385957276,309.97256811187367,0.06596331524967439,0.11380571922406499,0.0002783370718474926,3862.508111950727,1530.8796764902834,-0.28315995384958365,0.05055424484033701,-70.64435950106491
4.636336487034378e-6,224.70080300328428,3503.768436946959,-0.020806041865567386,-0.020205378657988545,2.883081284317282e-6,365.25684027921403,3624.4042551431367,-0.0005177977971023856,-0.01329148672840161,6.835137347455537e-7,603.5621345583953,273.21509471612956,0.07321260503192124,0.10973871672641237,0.000666901467540784,3891.687481537512,1832.6660840551287,-0.009425868945312058,0.09361300926771178,-70.08710492306083
3.297078021107317e-6,224.7007673508993,3503.7690196665326,-0.09745628781930074,-0.01874517866298781,2.501180852264469e-6,365.25673656917155,3624.407992346163,-0.06494089868312711,-0.013150527596678936,1.623374529349142e-6,607.2248233083873,159.47119677897592,-0.10356782344005751,-0.019605787877450983,0.0008828890638548746,5338.156628556575,491.9062488347822,0.041261879347717745,0.1296143944037669,-80.30037478835048
3.5289899873576307e-6,224.70077031219816,3503.76895320032,-0.12181918130959628,-0.015642680929979575,2.38753896535952e-6,365.25674073746774,3624.4074537215793,-0.08365321882008925,-0.011656816758948257,1.1242779290098388e-6,610.909738914756,253.7654371202407,-0.14540085894895863,-0.026633134040203125,0.0007149391133034292,5021.943528073053,899.1223283830917,0.03376790329021351,0.14992022708022112,-77.52221450306156
3.5628504610328153e-6,224.70076724510474,3503.7690312303407,-0.11322253277628579,-0.013398083177156763,2.425596838609564e-6,365.2564896774947,3624.4079704671094,-0.07671118173046745,-0.009384727318037312,6.864588029636521e-7,614.6170162601466,286.0457303997921,-0.0007862520914242902,0.06890090371284131,0.0007689420413681822,5461.9832874635795,446.0192026461692,0.06338505817110097,0.16416578178590954,-75.16497698402343
3.489251784939956e-6,224.70076584265993,3503.769057755216,-0.12453102057605525,-0.01322319354314638,2.3843521598724594e-6,365.2563473840684,3624.4087412627646,-0.08467643673746109,-0.008885188018818338,6.684525144958856e-7,618.3467910457314,258.3590136768754,0.014362683654140373,0.007044533037056281,0.0007352108857506959,5881.6616683845305,-0.23206376896948822,0.07747457047457003,0.1783077831515151,-76.96223794800024
4.716587018675121e-6,224.7008025008032,3503.768481675077,-0.025453298035327476,-0.004498861387062288,2.87002187267328e-6,365.2565099810368,3624.4070173945693,-0.004591385154148059,-0.0011788483149299243,5.045486583312692e-7,622.0991997961806,220.4211032693727,0.05394822564156726,-0.13086278022603268,0.00036952109932967343,3518.501124683025,1340.752027813091,-0.06740412421300558,-0.12868961650545171,-59.509889844189665
5.3179434236464945e-6,224.70080525175646,3503.7684469609767,-0.0011202589773009388,-0.007801485826626244,3.011507714562588e-6,365.2564941929099,3624.4070884052608,0.013341532506103227,-0.002181797316617161,5.896019127238237e-7,625.874379864658,177.02769515090716,0.08710706731111104,-0.1669543304552739,2.0375569148549965e-5,3537.7500747816866,810.3621062803802,-4.063896053309442,-0.7242178797538928,-46.95772355841789
4.3208043561908165e-6,224.70077169684524,3503.7689296863764,-0.04689482428018864,-0.01861763252241731,2.759694219946536e-6,365.25634226092126,3624.4084728455605,-0.022917562018989115,-0.01091521829449461,6.414731165302261e-7,629.6724694378485,129.62030097426654,0.09006664215248249,-0.016328504676201144,0.0012623818697824602,4863.818934893212,684.2801902137858,0.042167337981213734,0.08103412026264467,-69.74872679160063
4.91502661776027e-6,224.7007973673133,3503.768492490415,-0.015911523473521465,-0.024692201140408696,2.914380190437448e-6,365.2564505330695,3624.4074414481556,0.0034267886036243142,-0.017807891768746753,7.731917191582302e-7,633.493607541015,79.80506570084424,0.05070623740249841,-0.003166556380348771,0.00034371186634680947,3972.4199648540016,1346.3247756928672,-0.1952832562919558,0.02120804859323117,-69.0734374636668
5.180861902812047e-6,224.70079724520457,3503.7684859255214,-0.0019844675170128307,-0.023363615483693815,2.9847986130261574e-6,365.25646257399137,3624.407323623756,0.01463612217667352,-0.017502744007460228,7.953519279050524e-7,637.3379340430907,36.60827466796994,0.046047154646954865,0.005480155114088215,0.0003216367913017748,3927.442256453558,1209.330913891799,-0.20147076010979478,-0.0517285273877022,-70.79921839371146
5.248506984440519e-6,224.7007970980442,3503.76848581461,0.003142204901529026,-0.021450473438971544,3.015782321604289e-6,365.2564733506026,3624.407222186606,0.019045341063049937,-0.016317152809161795,7.799068831403585e-7,641.2055896617964,636.2983094455071,0.03813726159916111,0.012314083226558623,0.0003533447488484683,3906.6588459887375,1113.1372993569416,-0.15000673040550663,-0.09378305757693556,-73.15570555725489
