mu_1,P_1,t01,ecos1,esin1,mu_2,P_2,t02,ecos2,esin2,mu_3,P_3,t03,ecos3,esin3,mu_4,P_4,t04,ecos4,esin4,tcos,tsin,dphi,lprob
5.114664103564364e-6,224.70047216221008,3503.777924935438,0.006704342222556906,-0.003840507963895832,3.071170883711917e-6,365.2538737483025,3624.360784669359,0.016902040441255727,-0.002669449723203891,4.950802469893171e-10,547.8749999999998,375.73772424583944,0.009977389322379909,0.009912445532692661,-7.169061243599868e-5,49503.50424201326,-40527.62863343099,305.3956950007456,7.819602446865932,-0.0004725147970589518,-0.000913322783469105,1.567758844945283,-288.9298886601215
2.1379866131622103e-6,224.70077890339698,3503.7694698940923,0.013434662443045078,-0.00609003938622219,3.1330719703373075e-6,365.2534392303904,3624.4565871368636,0.02367393014359594,-0.003048315751373832,8.5043407874219e-8,549.1984929951317,115.70585921058445,0.05167593814733263,0.025517022427823683,0.0008560495497239671,4298.348822883479,446.6768812544799,0.029842935096405603,-0.043851545289047326,-0.00027350483635301727,-0.001946189195804835,2.301501796587253,-191.04066880059509
2.1319483754022925e-6,224.700778915216,3503.769469634566,0.013250449675048239,-0.006157982344235665,3.1338137936242094e-6,365.255714013986,3624.4204652210774,0.023534843091241337,-0.003116341244176655,8.10522709003277e-8,550.5251831314147,640.0981042844726,0.03787052906116925,0.01367846721751652,0.0008609704216242075,4298.7310671981995,447.5897162213977,0.030237593368326075,-0.043410845257416716,-0.00026693566414592846,-0.0019438288733547358,2.3020986399046337,-190.88721979056382
2.1396301911518194e-6,224.70077891314054,3503.769469360753,0.013425526795701852,-0.005877730252949783,3.136872603083322e-6,365.2561475972503,3624.4135920525096,0.023677404303912037,-0.0028537800566322364,7.021466004411072e-8,551.8550781321317,306.42381052143776,0.02750817100789429,-0.020068138841642824,0.0008539218429837789,4298.50632830818,443.3938666292492,0.029566825583952003,-0.044258752090900584,-0.00014943825794012293,-0.0019158037535766592,2.3054167774037766,-190.6516970053361
2.1407565113601336e-6,224.70077890075652,3503.7694696669737,0.013292882174874909,-0.005815211716671155,3.136826152516505e-6,365.2562911066779,3624.4113017838936,0.02358040248245454,-0.002803751336038606,6.854253069244366e-8,553.1881857392243,288.41832188928254,0.025912287294785088,-0.01765122546401952,0.0008568210113071706,4299.414583022685,442.1262556461012,0.02960768406890123,-0.04399591976748476,-0.00013730026162373128,-0.0019105519793713324,2.305938735071272,-190.3647958156787
2.146026229750645e-6,224.70077887983214,3503.7694701223245,0.013115426687635634,-0.005741493157251008,3.136308728861773e-6,365.256357131428,3624.4102442751528,0.023450403035509253,-0.0027435213109914896,6.647871577356919e-8,554.5245137133344,270.4062571114318,0.024796646587289018,-0.01673692561916965,0.000860360507018862,4300.895116522499,440.0972241708572,0.029553835789943503,-0.04363938024182251,-0.00012552444050634105,-0.0019048143319469646,2.3063562952942314,-190.02411147892428
2.155303739457401e-6,224.70077885131815,3503.7694706769594,0.012853304240709094,-0.005657185737315399,3.13512061954144e-6,365.2563928412415,3624.4096695364983,0.02325510610246967,-0.0026715461507932623,6.459904738504551e-8,555.8640698338519,252.69069694594768,0.023501187219864224,-0.016556940248338307,0.0008651258190353228,4302.850908910786,437.51626823290536,0.029426019852789944,-0.04317364618609193,-0.0001142523471420863,-0.0018982406393901606,2.306665759032371,-189.61695370316818
2.167882808937748e-6,224.7007788158504,3503.769471277974,0.012452981406824416,-0.005574169946702231,3.1329558035547187e-6,365.2564143821982,3624.409320595845,0.022950881675810744,-0.0025929362439423695,6.301345953059059e-8,557.2068618989591,234.91438728109335,0.021854345839371063,-0.016835513619841223,0.0008718012071559552,4305.0773470626245,434.8386330009946,0.029232648750036793,-0.04258917099336338,-0.00010266078020466492,-0.0018908227433252387,2.3069125859766526,-189.1368345650113
2.18284706979917e-6,224.70077877538202,3503.769471831211,0.011833075750218237,-0.005504630346286615,3.129333231816572e-6,365.25642848485677,3624.4090902850517,0.022471709274288015,-0.0025111485707507986,6.130985539613063e-8,558.5528977256763,216.18896538719136,0.019904455159738724,-0.017763670567386727,0.0008814650846479656,4307.280721274869,432.65359834146983,0.029000310881644405,-0.04188123909637904,-8.901744495615104e-5,-0.0018824710645587706,2.307183352122752,-188.5919810348662
2.199404235396193e-6,224.70077873484652,3503.769472162731,0.010882493011018771,-0.005451932904538473,3.1235713534740807e-6,365.2564383368353,3624.408927996681,0.021727214088024933,-0.0024222619204906275,5.8941756582264484e-8,559.9021851499067,195.3728329330344,0.017827208104959653,-0.02005036450436548,0.0008958011837677846,4309.06723684865,431.6814274046519,0.028795781651797765,-0.04104612092315441,-7.136063096980934e-5,-0.0018725753555059621,2.307570246554157,-188.0151298515872
