mu_1,P_1,t01,ecos1,esin1,mu_2,P_2,t02,ecos2,esin2,mu_3,P_3,t03,ecos3,esin3,tcos,tsin,dphi,lprob
4.200815307302931e-6,224.70075233150152,3503.7698029605967,-0.058579363201494414,-0.009477337492029177,2.407556040035694e-6,365.3685534239628,3624.47504473633,-0.03204419171038671,-0.006532123613346176,0.001805493828771939,4833.022420512254,766.3753695146414,0.08059448161306902,0.050906463509194144,-0.06537123131222573,48.67227262847759,0.0,-418.8492755732436
4.219516882001499e-6,224.70075127231897,3503.769815888499,-0.06157973262096031,-0.009676083906121928,2.399072619892566e-6,365.25633315903053,3624.404818611223,-0.03391803577378093,-0.006715198792933191,0.0018328805839208792,4907.541779399735,680.7059697617317,0.07766576378785864,0.051845046450557424,0.005147517793990828,6.09064252209743e-6,0.03157379551346526,-101.28746946189852
4.257930653474748e-6,224.70075137173993,3503.7698210305866,-0.061687564125031714,-0.009684498413279964,2.39858894962934e-6,365.25627804390246,3624.405497808054,-0.03368353718078967,-0.0063569044055562405,0.0018833437876868337,4909.985049791052,698.288160059773,0.0809948296696896,0.05294496524674352,0.00492896406289759,-3.972341975338421e-6,0.06314759102693052,-123.66489079123379
4.210133885893293e-6,224.70075215751962,3503.769803891296,-0.05926584686084691,-0.009220568372731454,2.415139314533535e-6,365.25638628327573,3624.4064964028944,-0.03269933129780024,-0.006481828627863293,0.0018261409241781877,4843.125757946833,756.298185545868,0.07904021336220973,0.04968823334427531,0.0030592803430218416,0.00642722094634176,0.09472138654039577,-143.71650429377496
4.210144848364242e-6,224.70075215729523,3503.7698038970702,-0.05926496788101277,-0.009220288821946027,2.4151411960239155e-6,365.2563862447772,3624.40676078978,-0.03269869575775236,-0.006481492289007477,0.001826177825385301,4843.12482789155,756.3008567613279,0.07904112752518558,0.04968720291567691,0.002794899667672484,0.0022630443789968466,0.12629518205386103,-111.82956238442607
4.21015192498911e-6,224.70075215699896,3503.769803903758,-0.05926438136792495,-0.00922014829054244,2.415141448843829e-6,365.2563862075084,3624.407104712869,-0.032698241457648075,-0.0064812347840246505,0.001826210114767471,4843.129354640321,756.2962281616586,0.0790417844469483,0.04968633791380615,0.0024509968117861257,0.003924544879027313,0.1578689775673263,-123.54520970762476
3.966266987806596e-6,224.70075597973715,3503.769787370224,-0.08342414832365051,-0.017207345594457097,2.3308953453933227e-6,365.25638029331856,3624.4095834216178,-0.050342838835536294,-0.012763269119346575,0.0008787037074631933,4806.543764424668,869.520327734319,0.12423269051038174,0.08601518703629897,0.001020217533459191,0.0006937226537568525,0.18944277308079155,-114.08812623149151
3.966261180079414e-6,224.70075597933885,3503.769787376121,-0.08342483324231115,-0.017207737923601477,2.3308897751382996e-6,365.25638029023264,3624.409583450328,-0.05034326235589341,-0.01276367476996125,0.0008787028172832039,4806.579113657525,869.4717493657558,0.12423247451132569,0.08601588383116868,0.0010202416011672953,0.0006937088552087847,0.2210165685942568,-115.12940417542293
3.966237604417319e-6,224.70075597978743,3503.7697873709085,-0.08342722836650981,-0.017207207675968464,2.330883137617618e-6,365.2563802923974,3624.4095834293416,-0.05034516839836036,-0.012763165092710645,0.0008786569189509477,4806.552343856711,869.516800381889,0.12423712236177371,0.08601902112581943,0.00102026275016862,0.0006937543713280204,0.25259036410772207,-114.62846646166004
3.966274742571392e-6,224.70075597965538,3503.76978737264,-0.08342342197879303,-0.017207246488297103,2.330898245324914e-6,365.2563802926399,3624.4095834288646,-0.0503422707306173,-0.012763185185088623,0.0008787128297509188,4806.543483325349,869.5203224228602,0.12423326213130677,0.08601431367490038,0.0010202247180568225,0.0006937210593202926,0.2841641596211873,-112.46086240071772
3.966257255237838e-6,224.7007559795793,3503.7697873726584,-0.08342521824292062,-0.017207624492514166,2.3308894767339896e-6,365.2563802916796,3624.409583436834,-0.05034360632505523,-0.012763520740238326,0.0008786947565009649,4806.55784351944,869.5017154460444,0.12423328902167154,0.08601485127085168,0.0010202451218589814,0.000693710565885208,0.3157379551346526,-109.17325400036175
3.966291746878077e-6,224.70075597931807,3503.7697873773336,-0.08342176818461965,-0.01720833721783835,2.330901444766367e-6,365.2563802911595,3624.4095834422646,-0.05034093674401796,-0.01276416574935472,0.0008787412488666948,4806.5758059941345,869.4650211367818,0.12423070890417198,0.08601195922457873,0.0010202241836457324,0.0006937046807186553,0.3473117506481178,-105.52683768145249
3.9662641397722315e-6,224.70075597967852,3503.76978737287,-0.08342455397577937,-0.01720743159695382,2.330893468995342e-6,365.2563802926565,3624.4095834274763,-0.0503431243264526,-0.012763341198552741,0.0008786950454599658,4806.5509526018,869.512381999887,0.1242349225330229,0.08601558462131734,0.001020240867931655,0.0006937411101769859,0.3788855461615831,-101.95598498303633
3.966232988967079e-6,224.70075597973357,3503.7697873700345,-0.08342764850881584,-0.017207945333242432,2.33088056983899e-6,365.2563802922486,3624.4095834311315,-0.05034547436520888,-0.01276374025311572,0.0008786528570127591,4806.547555382869,869.5212916076697,0.12423526719734017,0.08601969060869293,0.001020247334971406,0.0006937429654182991,0.41045934167504833,-98.51311065687288
3.966307694543109e-6,224.70075597918986,3503.7697873788607,-0.08342033115854534,-0.017207256900988635,2.330907006891557e-6,365.25638029059735,3624.4095834485975,-0.05033983637082732,-0.012763316850405767,0.0008787701867358196,4806.576717748681,869.4629214583293,0.12422896407518211,0.08600954062710904,0.001020211037414511,0.0006936781665798864,0.4420331371885136,-95.64780910822091
3.96626917622423e-6,224.70075597944447,3503.7697873753777,-0.08342411373227655,-0.017207445149842515,2.3308931413692534e-6,365.25638029099383,3624.409583443587,-0.050342744805054726,-0.012763421212677086,0.0008787114631397657,4806.567234217126,869.486270489906,0.12423296294046682,0.0860136019111919,0.001020249001194097,0.0006937045940273198,0.47360693270197884,-94.77218075770452
3.966258723908844e-6,224.7007559795579,3503.7697873740253,-0.08342498101484183,-0.01720770163989669,2.330890682954291e-6,365.2563802914628,3624.4095834389123,-0.05034342350381234,-0.012763583083979723,0.0008786944253974078,4806.561876917134,869.4989682443359,0.1242343541021655,0.08601540612884975,0.0010202492755783778,0.0006937209678967808,0.5051807282154441,-96.98761457448596
4.096750997274374e-6,224.7007731941087,3503.7694009996726,-0.07311922700717989,-0.00829884220204892,2.4226709272667453e-6,365.25639775217536,3624.4094180521465,-0.041254559581022365,-0.004784702766907544,-2.7103311328600616e-8,4558.546092201925,4277.554662546901,-4073.3907899830256,-2.0257658003129366,0.00033293925914174325,-0.0015742383039513373,0.5367545237289094,-118.97752122729771
3.680347164460978e-6,224.70076716363639,3503.769685590166,-0.10442337316516842,-0.016243386905658252,2.2898081015112497e-6,365.2564184888026,3624.409223557053,-0.06743694616539878,-0.011357489614322492,6.240340773060316e-8,4628.054691944181,4358.452433788486,1698.0953467766356,-0.9825104568804741,0.001910345645174768,0.0018515947072106462,0.5683283192423746,-118.63128139582244
3.4939603853283313e-6,224.70078643333648,3503.7692517187475,-0.13827278232974127,-0.03475368034945782,2.0800589503710688e-6,365.256516367846,3624.4083060527178,-0.09491085324400607,-0.028283239267378423,-0.00019346932988661728,3617.3918905047276,1461.8441226473208,0.4358256336311591,-0.15544966581575104,0.00013031385688996023,0.0009331611918195334,0.5999021147558399,-99.15072349683946
3.966261219105488e-6,224.70075597946533,3503.769787373516,-0.08342483144956644,-0.017207497935955194,2.330890909626754e-6,365.256380291344,3624.4095834400905,-0.05034329608204931,-0.012763431267850355,0.0008787041528307039,4806.562513874302,869.4944749315946,0.12423178633435822,0.08601505427973569,0.0010202271588885452,0.0006937056111744234,0.6314759102693052,-111.42349658177643
3.966251083738209e-6,224.70075597981224,3503.7697873694883,-0.08342578549190778,-0.017207544820832598,2.3308893766919984e-6,365.25638029337966,3624.4095834208083,-0.05034408309256175,-0.012763380462556866,0.0008786764682466187,4806.538303985614,869.5337935325778,0.12423465583917281,0.08601769624516943,0.001020225871239288,0.0006937455653675745,0.6630497057827704,-112.768760316969
4.986378212030917e-6,224.70076193986736,3503.769690643529,-0.018622417897743358,-0.003930674402214525,2.6672312262373065e-6,365.25635416078006,3624.409827898298,0.0013371779349789017,-0.0012153764765048822,0.0027413452579777174,4869.217834070002,728.4412768712239,0.09467911636998806,0.03828552025832782,-0.0017646722934968652,-0.0013663154920489902,0.6946235012962356,-132.74573481327818
4.986391953039864e-6,224.7007619397802,3503.769690645425,-0.018621855403961815,-0.003931037229843355,2.6672351365716245e-6,365.25635415890827,3624.4098279163522,0.001337714755376922,-0.00121575861949821,0.0027413684469184216,4869.231460028655,728.4208721005976,0.09467898763636798,0.03828517221565177,-0.0017647676070210027,-0.0013662467510782016,0.7261972968097009,-133.6757078273703
4.986386441403179e-6,224.70076194043176,3503.7696906358956,-0.018621983530450477,-0.003930634880947293,2.667234685496284e-6,365.2563541631993,3624.409827875327,0.0013374372735268489,-0.00121529897451946,0.002741336772786794,4869.19871301842,728.4668038505254,0.09467957132041817,0.03828535617521368,-0.0017646534603631837,-0.0013663687267866068,0.7577710923231662,-133.15352032109902
4.986400616795504e-6,224.70076194148777,3503.7696906223473,-0.018621518701529192,-0.003930628491443254,2.667237868598712e-6,365.256354168584,3624.4098278241063,0.0013376048817601279,-0.001215164917546713,0.002741314725524177,4869.15121350763,728.534212077321,0.09468079918032284,0.038285078183200975,-0.0017645839542241978,-0.0013664869474438682,0.7893448878366315,-130.72575367785822
4.9863847825144695e-6,224.70076194040217,3503.769690636563,-0.018622027781140183,-0.003930671072460841,2.6672341658996386e-6,365.2563541633318,3624.4098278742767,0.001337385546369439,-0.0012153337610486357,0.002741340806593932,4869.19900730169,728.4655555551142,0.09467956852980816,0.03828522466708495,-0.001764651088734608,-0.0013663653565651039,0.8209186833500967,-126.29567815601878
4.986382040993223e-6,224.70076194054016,3503.7696906344645,-0.01862219943999957,-0.003930480893153915,2.6672332486340037e-6,365.2563541644762,3624.409827862816,0.0013372025344550564,-0.0012151185969336254,0.0027413284741116435,4869.187614989378,728.4848840705985,0.09467986205107763,0.03828544984648824,-0.0017646043083379625,-0.0013664121422492456,0.8524924788635619,-120.03024730484675
