mu_1,P_1,t01,ecos1,esin1,mu_2,P_2,t02,ecos2,esin2,mu_3,P_3,t03,ecos3,esin3,tcos,tsin,dphi,lprob
3.750918617643954e-6,224.70077260722502,3503.7696079626016,-0.0731854916373736,-0.0658231953380235,2.6612811497491947e-6,365.2564625740154,3624.4085247125513,-0.04227588836848311,-0.05076754292215639,0.0004752684066694483,4331.7560312576925,1180.858628069417,-0.09545468687882958,0.09920435880917383,5.873265700829074e-6,-0.00048244093658294905,0.0,-268.34559989027593
3.6343107015179194e-6,224.7007733423693,3503.769591943462,-0.08486515990252082,-0.06636418545838792,2.6076027089638916e-6,365.2564460947747,3624.403813012079,-0.05146005432325715,-0.051095417494098,0.0004231885102198382,4257.41147185373,1380.530273964288,-0.08490298708461695,0.11117620789149499,0.004950071422714836,-5.640365803698889e-6,0.03157379551346526,-295.3225837604375
3.7509352884905914e-6,224.70077260722798,3503.76960796262,-0.07318361453839003,-0.06582323456314246,2.66129164386831e-6,365.2564625741459,3624.408524712248,-0.04227439389818356,-0.05076760564888026,0.00047527409348656395,4331.756319644445,1180.84955744002,-0.09545277220153076,0.09920162892277802,5.866252705420232e-6,0.00048244191469478607,0.06314759102693052,-274.6988664529789
3.7509548398728187e-6,224.70077260721402,3503.7696079623647,-0.0731816570674719,-0.06582303785927528,2.661300683603385e-6,365.25646257419703,3624.408524711212,-0.04227284106908294,-0.05076747840490012,0.000475276234117774,4331.75750297082,1180.8330102462567,-0.09545455470466294,0.09919831388044126,5.858577799235811e-6,0.0004824473852526761,0.09472138654039577,-273.9235105829473
3.7508782021635484e-6,224.70077260731904,3503.769607960611,-0.07318939362586295,-0.06582301262344116,2.661263148083436e-6,365.25646257414115,3624.4085247091953,-0.04227899392003522,-0.050767337670558584,0.00047526186396838364,4331.744916507412,1180.9085525568466,-0.0954516633682816,0.09921114185769352,5.888723776130593e-6,-0.00048242091807474134,0.12629518205386103,-274.51462183084294
3.750929564316069e-6,224.7007726072303,3503.7696079627235,-0.07318419697481257,-0.06582317379500392,2.661288370456212e-6,365.25646257402906,3624.408524713045,-0.04227485704929962,-0.05076755332352055,0.0004752715432971784,4331.755151948612,1180.8565904898794,-0.09545265772110136,0.09920303878879153,5.87950146704916e-6,0.0004824380026187131,0.1578689775673263,-272.07153227371936
3.7508898148976576e-6,224.70077260724403,3503.7696079621455,-0.07318860928769544,-0.06582256975646376,2.661265307668172e-6,365.2564625744491,3624.40852470828,-0.04227838139062679,-0.05076698306786576,0.0004752691350097919,4331.749961660162,1180.89271333157,-0.09545152754027987,0.09920973501310265,5.852350489781865e-6,0.0004824372791709965,0.18944277308079155,-273.88148761022694
3.7509240640180066e-6,224.70077260720447,3503.76960796305,-0.0731849129646024,-0.06582360560969787,2.661284555740459e-6,365.2564625739555,3624.408524713712,-0.04227542748065148,-0.05076787643759951,0.0004752661249269597,4331.75909769422,1180.8487083999803,-0.09545689259475049,0.09920399321361209,5.871768080740642e-6,0.00048244552684355947,0.2210165685942568,-274.9599734883763
3.7509159403646762e-6,224.70077260726217,3503.769607961522,-0.0731855572419718,-0.06582317219163601,2.661282045492325e-6,365.25646257420925,3624.4085247098133,-0.042275944674488114,-0.050767521848741934,0.00047526604426308746,4331.752366088718,1180.8698890210173,-0.0954545969453613,0.09920566815429446,5.873586486795899e-6,0.0004824363693163497,0.25259036410772207,-275.3804718767295
3.7509035192745646e-6,224.70077260723383,3503.7696079635166,-0.07318690004043614,-0.06582309353649214,2.661275162416005e-6,365.25646257377264,3624.408524716634,-0.04227699461353039,-0.05076745939263707,0.0004752713032537898,4331.754162671565,1180.8767148647057,-0.09544925487401328,0.09920664910873034,5.894259499792185e-6,0.00048243028127346887,0.2841641596211873,-274.687545716564
3.7509014070182282e-6,224.7007726072558,3503.769607961807,-0.07318714342643524,-0.06582304123486463,2.661274055404888e-6,365.25646257419174,3624.408524710291,-0.04227720474227854,-0.05076739754376381,0.0004752644533367628,4331.751551814531,1180.8804107139772,-0.09545423506173988,0.09920814122802535,5.874187093335676e-6,0.0004824349062814833,0.3157379551346526,-271.4149357984733
3.750874134975761e-6,224.70077260726447,3503.769607962456,-0.07318992162401759,-0.06582315489460709,2.661260418013578e-6,365.25646257389747,3624.4085247128896,-0.0422794052309394,-0.05076745548289232,0.00047526172313166847,4331.7504890870405,1180.900159315168,-0.09545183166157387,0.09921186690721927,5.897167185613122e-6,0.00048242636565943344,0.3473117506481178,-266.21257822321155
3.7508962974554775e-6,224.7007726072624,3503.7696079620414,-0.07318770943291542,-0.06582265075887474,2.6612706418678847e-6,365.25646257401854,3624.4085247118346,-0.04227764491567849,-0.05076708525566917,0.0004752688566662659,4331.750768714921,1180.885207009588,-0.09545103087885337,0.09920763637193371,5.881345255572965e-6,0.00048243095208511355,0.3788855461615831,-262.41549279246607
3.7509279715512925e-6,224.70077260725668,3503.7696079622847,-0.07318427447066418,-0.06582287951313094,2.661288513460344e-6,365.256462573947,3624.4085247129606,-0.042274910644838126,-0.05076733106785721,0.0004752723810405777,4331.754237483004,1180.8596752133444,-0.09545113161689729,0.09920289038033238,5.892850340459483e-6,0.0004824330889525086,0.41045934167504833,-262.24655926644294
3.7509246141934167e-6,224.7007726072362,3503.769607962436,-0.07318486443784172,-0.0658227893237093,2.6612840251110534e-6,365.25646257415855,3624.4085247114785,-0.04227538814089713,-0.0507672332780554,0.0004752735251419846,4331.753838424244,1180.861164531314,-0.09545173224972944,0.09920333041495802,5.872525538040627e-6,0.00048243801166513307,0.4420331371885136,-265.1992786080174
3.6935829375255593e-6,224.70077383597206,3503.7695934011635,-0.08214806264168266,-0.06936545597180054,2.617672162430057e-6,365.2564652249882,3624.408540169561,-0.048462957336018124,-0.052988998437861236,0.00042840474945271263,4307.893802745078,1275.950553631599,-0.06318237926036353,0.07510829730651228,0.00011059301994441848,0.0005226878725564978,0.47360693270197884,-278.1329403437913
3.370051628100704e-6,224.70077515136072,3503.769582758281,-0.11983522181445737,-0.05974504071631341,2.4416050338526958e-6,365.25646874931135,3624.408525770843,-0.0781758506690102,-0.04729109110526313,-0.00031033746226205464,4478.61158367268,238.95216057313954,0.1732987590831488,0.15970205335243015,0.0010079751413998104,0.0006085829528782526,0.5051807282154441,-294.86471211443535
3.101439489092627e-6,224.7007737268728,3503.7696267337888,-0.03409135077141271,-0.01270187741591281,2.928880458843021e-6,365.2564641358049,3624.4085539713974,-0.011030057999623847,-0.009374400959961098,-0.0005262002824530101,2982.907054438883,2662.7383907045537,0.18322053213262662,-0.01336269585372527,0.0010457399305819476,0.0013468990661843344,0.5367545237289094,-284.3617287451341
3.865357304165042e-6,224.70077480072055,3503.769593711078,-0.0689085706175193,-0.0636340275179572,2.661159887764281e-6,365.25646510846207,3624.4085619225366,-0.03916036138309585,-0.04923044640905071,-0.0006992069638825796,4379.3220239085695,2127.666480017561,0.073383470480184,-0.10129658514204332,0.00046924572952253106,0.0006834887784162081,0.5683283192423746,-267.44117512192867
3.991296967835756e-6,224.70077987176145,3503.7695617082363,-0.03596645452528031,-0.007323317997431435,2.7958755119147727e-6,365.256459599745,3624.408614143133,-0.012539618877322916,-0.0047382894040731175,-0.0028439248668344604,6379.312481231583,3803.99578081177,0.0972669253629013,0.0008001865801330143,0.0013251729753706485,0.001014395596580122,0.5999021147558399,-304.08107312875626
3.6935004008401254e-6,224.7007738359441,3503.769593404157,-0.0821562381438589,-0.06936389021921067,2.617633271587026e-6,365.2564652246332,3624.408540175014,-0.048469509987974585,-0.0529877038943775,0.0004284028932122795,4307.894956735661,1275.9977447520143,-0.06317486380651832,0.0751173963216272,0.00011060726815490397,0.0005226941719208216,0.6314759102693052,-262.31007810609236
3.6934930815200936e-6,224.7007738359375,3503.769593405239,-0.08215692896770341,-0.0693640784711822,2.617629855419088e-6,365.2564652246589,3624.4085401752086,-0.04847004348849742,-0.05298786592251134,0.0004284045398917992,4307.89969042805,1275.9889782785406,-0.0631734423225386,0.07511559253561842,0.00011062779208579554,0.000522701574309228,0.6630497057827704,-263.5940916853385
3.6935541232538314e-6,224.70077383594318,3503.769593403758,-0.08215084559250967,-0.06936442668389683,2.6176592260433796e-6,365.25646522490547,3624.408540171504,-0.048465166475069404,-0.05298821330935975,0.00042841176450859067,4307.898176011614,1275.957038301405,-0.06317560529675724,0.07510791613734537,0.00011062757296703499,0.0005226971693771869,0.6946235012962356,-268.00297775582095
3.6935567287654927e-6,224.700773835937,3503.7695934032804,-0.08215078252210149,-0.06936411290136345,2.617659543666907e-6,365.2564652246957,3624.4085401748266,-0.04846513388887122,-0.052987929283996205,0.00042840966529549495,4307.898093798894,1275.9605283159015,-0.06317721265895224,0.07511113970620664,0.00011059231769363191,0.0005226913376020357,0.7261972968097009,-272.58749958004836
4.740273552301357e-6,224.70077501742517,3503.769542041589,-0.005355438103783422,-0.04752910450311576,3.039704796286384e-6,365.25645608138615,3624.4086245661874,0.013485899022169468,-0.03756336349904341,0.0005064847028180646,4170.634806513149,981.7868600208712,-0.06246125268318646,-0.015400922224911594,-0.00043680896478359016,0.0004405298415418913,0.7577710923231662,-266.3741986127446
