584.4	-180.716351760877
594.2775122289885	-177.27346223495383
604.3219738895885	-180.00117172138823
614.5362067563588	-178.19451568402656
624.9230802974131	-178.1253391117507
635.4855124805323	-176.61373234096627
646.2264705929065	-181.05277713592704
657.1489720747298	-176.72646184590474
668.2560853668841	-176.11205965779453
679.5509307729542	-176.7042818952998
691.0366813358056	-171.527060679869
702.7165637289851	-180.08140633426117
714.5938591631832	-179.3011666629681
726.6719043080232	-178.14681717462108
738.9540922294209	-180.1882012432064
751.4438733427974	-177.79398034396485
764.144756382397	-178.1877510882533
777.0603093869898	-172.31384855795784
790.194160702239	-176.05391969016793
803.5500000000002	-177.47547033679024
