mu_1,P_1,t01,ecos1,esin1,mu_2,P_2,t02,ecos2,esin2,mu_3,P_3,t03,ecos3,esin3,mu_4,P_4,t04,ecos4,esin4,mu_5,P_5,t05,ecos5,esin5,lprob
2.4544668083520475e-6,224.70076526979722,3503.7656996529304,-0.0015826865465855243,0.0015822509980469898,3.019411789094235e-6,365.2563755821979,3624.4032867841047,0.012063427081557334,0.0043089823033329805,3.528820438770122e-7,684.7138870594011,570.0651624650903,0.08702237884942537,0.14407753221908967,0.0012096273768990198,4419.73104821373,215.6665146559301,0.027157971488751712,-0.030867476906164044,0.0012096273768990198,4419.73104821373,215.6665146559301,0.027157971488751712,-0.030867476906164044,-138.81418007073466
2.452561818483834e-6,224.70076525150137,3503.7656988185363,-0.0015658926492303788,0.001579100269773424,3.019669813953522e-6,365.25637505098655,3624.4032911483628,0.012075600118778696,0.004305464827317045,3.533357708940684e-7,684.7588262992275,569.5302672537027,0.08731521857448517,0.14330543005289323,0.0012077803141794098,4418.973559242501,217.44346212112936,0.027132733441686478,-0.03074147220146945,0.0012077803141794098,4418.973559242501,217.44346212112936,0.027132733441686478,-0.03074147220146945,-138.7937906221706
2.450691395227859e-6,224.7007652315298,3503.765698011789,-0.0015486652505311484,0.0015763832005973792,3.0199288491030526e-6,365.2563745203553,3624.4032954909217,0.012088076225999075,0.004302218075214132,3.5376032970403424e-7,684.8036290337327,568.9989345881462,0.08759794020092528,0.14256062698173488,0.0012059361652161514,4418.223042801866,219.19447276861067,0.027105997606297966,-0.030617973466969678,0.0012059361652161514,4418.223042801866,219.19447276861067,0.027105997606297966,-0.030617973466969678,-138.77393707836254
2.4488004734321266e-6,224.70076521336895,3503.7656971644915,-0.0015315414987669713,0.0015730989168641811,3.0201867514660856e-6,365.2563739895695,3624.403299842925,0.012100466169779492,0.0042985438650716395,3.542376574079628e-7,684.8488169186129,568.4630771681557,0.08790525172055703,0.14177441048076136,0.0012040945590115555,4417.466068324929,220.9648250225234,0.027079341061683762,-0.03049316028964686,0.0012040945590115555,4417.466068324929,220.9648250225234,0.027079341061683762,-0.03049316028964686,-138.75461520122508
2.446973728957237e-6,224.70076519325426,3503.7656963524128,-0.001514265584402641,0.0015708090881661368,3.0204430893018836e-6,365.25637346843433,3624.4033040554764,0.012112982528606004,0.004295622362828395,3.5465853147431044e-7,684.8934545114729,567.933150078216,0.08815792464037413,0.14105841613114836,0.0012022778412215463,4416.720540559324,222.69428614051364,0.027054037785167514,-0.030372475161419474,0.0012022778412215463,4416.720540559324,222.69428614051364,0.027054037785167514,-0.030372475161419474,-138.735820690084
2.44515005891747e-6,224.70076517308183,3503.7656955377406,-0.0014967244394948718,0.0015683064923648971,3.0207009756608695e-6,365.2563729464209,3624.4033082751716,0.012125718466353965,0.004292519685635406,3.5508101345122143e-7,684.9382054197008,567.4057133574621,0.0884419912740005,0.14032895874847817,0.001200461570316248,4415.974538089415,224.42672939346855,0.027027532031865923,-0.03025134453933,0.001200461570316248,4415.974538089415,224.42672939346855,0.027027532031865923,-0.03025134453933,-138.71754938871157
2.4433369698451065e-6,224.7007651541841,3503.7656946911197,-0.0014792700342164335,0.0015657867484614636,3.020957091451479e-6,365.2563724336126,3624.4033123704544,0.01213839173450203,0.004289394005850013,3.554897988103026e-7,684.9829686819215,566.8779748290082,0.08870856767380733,0.13961349877256518,0.0011986509920177604,4415.222299715999,226.1658020845102,0.02700201305580675,-0.030131269261841773,0.0011986509920177604,4415.222299715999,226.1658020845102,0.02700201305580675,-0.030131269261841773,-138.6997971867739
2.4415419704050616e-6,224.70076513569595,3503.7656938300606,-0.0014616598125827872,0.0015634297255871957,3.0212120155380968e-6,365.2563719277356,3624.4033163702097,0.012151148573282871,0.004286366502946499,3.558630731841242e-7,685.0278342926487,566.3509315946267,0.08896094886340698,0.1389265515401667,0.0011968423202644459,4414.469320308179,227.89799550553968,0.026975896578439008,-0.030012790396285762,0.0011968423202644459,4414.469320308179,227.89799550553968,0.026975896578439008,-0.030012790396285762,-138.68255997178304
2.4397639479033023e-6,224.70076511549442,3503.765693002236,-0.0014440271760225187,0.0015612369299209845,3.021466648302073e-6,365.25637141508133,3624.4033204560833,0.012163938343680084,0.004283495328521731,3.562803888669901e-7,685.0725520360103,565.8260839414277,0.08923365252746727,0.13821866018820936,0.001195057304956403,4413.726833024362,229.60897595116657,0.026950357867722784,-0.029894760048503142,0.001195057304956403,4413.726833024362,229.60897595116657,0.026950357867722784,-0.029894760048503142,-138.66583381881816
2.4380022682181093e-6,224.70076509676338,3503.7656921378734,-0.001426340256429756,0.0015591724207954334,3.021719984416126e-6,365.25637091499686,3624.4033243717645,0.01217676661991598,0.00428067544125645,3.566522777792982e-7,685.1173285726865,565.3011289629545,0.08947799939763293,0.1375452987816942,0.001193269358297211,4412.977643111932,231.3244940339379,0.02692479505176837,-0.02977839625796249,0.001193269358297211,4412.977643111932,231.3244940339379,0.02692479505176837,-0.02977839625796249,-138.64961472494193
