mu_1,P_1,t01,ecos1,esin1,mu_2,P_2,t02,ecos2,esin2,mu_3,P_3,t03,ecos3,esin3,mu_4,P_4,t04,ecos4,esin4,lprob
1.2750162776013836e-8,224.70077977395798,3503.7652833747916,4.47468849722597,-2.0375528635757743,9.090362526215443e-9,365.2582347243164,3662.6886207027624,0.015182200935429612,0.000561093998806154,5.183510453459541e-8,547.8749999999998,111.06272114760961,0.012707151423187828,0.0027349991533317354,5.105643306504075e-10,4211.251303281874,-6433.439688257502,-198045.70627650144,10.17675756100352,-238.54945026009702
2.66939453702329e-6,224.70078029472612,3503.765269596594,0.016893505328283723,-0.007894010462300457,3.1279523099703513e-6,365.2536453265181,3624.442668143237,0.02607875204593523,-0.005649620494056298,3.326892921361922e-7,549.1984929951317,145.90119575245242,0.03146382977985635,-0.009005416032464545,0.0006258505491005296,4248.598064163127,517.5770539723641,0.0008718178300555709,-0.08054877952675708,-157.5595861684721
2.662671305824187e-6,224.7007803076212,3503.7652690259993,0.014624538391980664,-0.00780071634495094,3.1142524635498896e-6,365.25579454670145,3624.4116891689464,0.024306055078885006,-0.005595115608155139,3.3275060941484587e-7,550.5251831314147,124.9963321496395,0.026772564070609895,-0.006744874012240658,0.0006562263998871005,4245.951575924465,534.3643522927919,0.0061046793903229216,-0.07575646941757327,-157.42100495329768
2.6699463009093715e-6,224.70078027689425,3503.765269638917,0.014110580157228832,-0.007369088770901469,3.110242052622189e-6,365.256172162213,3624.406254063236,0.023906241275265038,-0.0053047025051182585,3.038083777872775e-7,551.8550781321317,656.2112586665552,0.02660058841277731,-0.006103785050528268,0.0006703045714954244,4248.638768912847,533.9482635258912,0.00836935422922937,-0.07335858665879012,-157.45042034350882
2.6916610971922216e-6,224.7007802112825,3503.765271137308,0.015163261538066894,-0.006886248673547981,3.116054037387883e-6,365.2563000096035,3624.404414380445,0.02473861386458775,-0.00497181627735498,2.477116446530268e-7,553.1881857392243,86.03934999263372,0.028304097766687002,-0.0062915063706115186,0.0006647594197608535,4255.472674791443,519.3684670350245,0.0073047212172422955,-0.07340499907960002,-157.62073863641726
2.719589099756139e-6,224.70078013933008,3503.765272750482,0.017013644527973236,-0.00646299341671748,3.127132342886367e-6,365.25636097149925,3624.403536100099,0.026197252575173316,-0.004666624343750582,1.946094999342223e-7,554.5245137133344,624.7168800203497,0.030518652389597185,-0.007199486221062944,0.0006471753800744077,4262.830462165233,500.170329421178,0.004048216685474471,-0.07505943329383236,-157.77636018569453
2.7443361494801155e-6,224.70078007747804,3503.7652740282506,0.018922994279875656,-0.006020111518895347,3.1387566579347734e-6,365.2563961693923,3624.4030268678307,0.02769810244073275,-0.004329041373787738,1.605928159161462e-7,555.8640698338519,56.14529243873236,0.032071199845995095,-0.008470858210812306,0.0006277919422535359,4268.810581025825,482.45761366307994,0.00019376382698254604,-0.07718433957745043,-157.82353431632862
2.7555484730820823e-6,224.7007800224112,3503.7652750566813,0.020214303199672816,-0.005609170618741519,3.1468641683978606e-6,365.25641859048716,3624.4026992883432,0.028710591329582223,-0.004001242013650431,1.4373447146161432e-7,557.2068618989591,599.1966441192676,0.032468689701947155,-0.009505825278512698,0.0006155335799792406,4273.133377198613,470.0292730756076,-0.0027163892545235165,-0.07845092706955299,-157.76331191394632
2.746949637036049e-6,224.70077996450595,3503.7652760990272,0.020375743999107573,-0.005413280346306348,3.1486003362648204e-6,365.2564337205765,3624.402474334568,0.028837656855427867,-0.003821338662594112,1.3525538675162766e-7,558.5528977256763,585.1644646031993,0.031757129792434585,-0.010306666809831161,0.0006159454458554584,4276.218293728003,464.9836662283701,-0.003697463363948916,-0.07783736182395243,-157.62761983004532
2.7164957563468753e-6,224.70077990006976,3503.7652772425413,0.01909876979687241,-0.005566999252472006,3.142301733032305e-6,365.2564444016492,3624.402311561187,0.027841169286389956,-0.0038844098909504533,1.2850332178691997e-7,559.9021851499067,570.3148629229927,0.029666550784388027,-0.01122783915387903,0.000632286110498907,4278.367597894325,468.0780030423152,-0.002361034226408629,-0.07494763499029006,-157.43447305466802
2.665565113158952e-6,224.70077983230203,3503.7652783629064,0.016292874055086348,-0.0061027350207988225,3.1274918705520504e-6,365.25645222892047,3624.402188922956,0.025653330414620194,-0.004206803886982706,1.2082829973279314e-7,561.2547320264844,555.7442951047631,0.025539552400054302,-0.012285517437984745,0.000667050431191862,4279.646271971008,479.2015165656871,0.0011625830186278955,-0.06995719705286094,-157.1809155307644
2.6002458100124984e-6,224.700779770092,3503.765279142606,0.012263541500592978,-0.006895176593159273,3.1059180811566334e-6,365.25645814191427,3624.4020943413707,0.022515121582603638,-0.004689211220021968,1.1215426350299858e-7,562.6105462292161,543.2287592176617,0.018502511783214628,-0.012481172380599648,0.0007202761461055448,4280.024343053076,496.6160233188063,0.005999950499319164,-0.06371603254036537,-156.85432709645102
2.527299772175896e-6,224.70077972610218,3503.765279141224,0.007468115247176848,-0.007733979986942147,3.0801904196041245e-6,365.2564627983101,3624.402020286489,0.01878566721930826,-0.005172910106826317,1.0230450357420604e-7,563.9696356509304,536.5625878081898,0.007723725671869052,-0.007728017961320302,0.0007909683238956542,4279.2866572504145,517.9097124198992,0.011142872157577725,-0.057233108100336286,-156.44308177673858
2.4692321065818153e-6,224.70077960658853,3503.76528142198,0.0012228389649317536,-0.010078004754794591,3.047747967684372e-6,365.25646677366257,3624.4019538062494,0.014031823289386899,-0.006914942687840974,1.606341394460233e-8,565.3320082035219,279.95335194253505,-0.09435653774382272,-0.14972796960682952,0.0009006086041759764,4290.137186842715,537.4303602413108,0.01623050382142111,-0.04787294856349319,-155.83745343516662
2.3833757145444344e-6,224.70077963981043,3503.7652773599607,-0.0036225489471357736,-0.009270252176929143,3.0204252123665475e-6,365.25646956692157,3624.401919825417,0.010156613745253363,-0.006039331002568454,7.986573767637127e-8,566.6976718179982,566.6094753827746,0.0409581992221537,0.0417355863020517,0.0010081969486701488,4279.031196475426,565.0133466740972,0.02095002154020112,-0.04397314601463233,-155.03515383226167
2.3301267139061793e-6,224.70077952863315,3503.7652762586235,-0.008223152571854223,-0.009094316610264804,2.9941896517208177e-6,365.2564719084686,3624.4019004386296,0.006458689251157791,-0.005752926383430225,9.126548263806225e-8,568.066634444525,557.2455963941061,0.05990687481933215,0.04160805918009226,0.0011407445040625326,4273.391741953924,591.62389749475,0.02436694062045182,-0.03835566088440945,-154.32640713710572
2.277761643016918e-6,224.7007793112909,3503.7652764053078,-0.011637741953875147,-0.008264626632439032,2.974205382661674e-6,365.256474120422,3624.401893306145,0.0036252037162789502,-0.005024295846102382,1.1516087408416228e-7,569.4389040524748,544.612370082026,0.07017972003690678,0.0355533236858103,0.0012783121139671625,4255.613651647993,629.8045387749692,0.028117416157301737,-0.03342504335289792,-153.96211592202522
2.2066900634712362e-6,224.70077889063563,3503.765280147088,-0.014097911777975704,-0.006548708633267682,2.9600609558701203e-6,365.25647543070977,3624.401899495577,0.0014886350175704307,-0.003745854731714171,1.6337415940120654e-7,570.8144886304698,529.3759572263738,0.06858460374112928,0.03150954531165651,0.0014431882211770922,4225.223029591509,681.9786388808526,0.033902238276528045,-0.027633187376677807,-153.93006769094558
