mu_1,P_1,t01,ecos1,esin1,mu_2,P_2,t02,ecos2,esin2,mu_3,P_3,t03,ecos3,esin3,lprob
2.346116128337993e-6,224.70079241856175,3503.765226219458,0.008860580732310532,-0.007435687443583352,3.070257398921555e-6,365.2564061466626,3624.402452715205,0.019977898360607226,-0.003805660871145566,0.0007979571229074831,4163.8499999999985,4752.858352619692,0.03460646774211473,-0.06402084130441951,-49.910324216083026
2.3176101722497194e-6,224.70079248144896,3503.7652250510573,0.0070222005108534205,-0.008153294923608553,3.0594922523212825e-6,365.2564149574313,3624.4024165770134,0.018564371561217374,-0.004354003734372372,0.0008372923077338487,4178.73988171474,586.3332511124,0.03559252039385752,-0.06086396134996942,-49.91147859216255
2.294504056477963e-6,224.7007925930638,3503.7652236786935,0.0055205042986739405,-0.008668079399705774,3.050747318321634e-6,365.2564228360259,3624.4023849738355,0.017408230969894637,-0.0047451727494651095,0.0008730573536813814,4193.683009482407,4774.739274093619,0.03635468056879863,-0.05825087934590935,-49.90045318679177
2.2749613908074343e-6,224.70079273984013,3503.7652221418552,0.004236637518602183,-0.009053723210371878,3.04328880079578e-6,365.2564301247692,3624.4023562473376,0.0164178996301337,-0.005035800026721769,0.0009066479488796124,4208.6795737103,4782.730488738983,0.03697698165297355,-0.05599586576354587,-49.87969996168903
2.258023391812752e-6,224.70079291444756,3503.765220465076,0.0031096102169058957,-0.009348365395216898,3.036743880726902e-6,365.2564369955884,3624.4023295680986,0.01554646205121637,-0.005255207139099611,0.0009387765822486336,4223.7297654866115,565.7703787672913,0.03750215182106644,-0.054001175607593155,-49.85104597146005
2.243070658473181e-6,224.70079311155058,3503.7652186687505,0.0021006879495134366,-0.009576248314885622,3.0308773793314104e-6,365.2564435598459,3624.4023043993643,0.014764210870162218,-0.005422102463856229,0.0009699076717270043,4238.833776582867,4795.343646057078,0.037956253106978206,-0.052204634748288056,-49.81593151269156
2.2297170148146218e-6,224.70079332854795,3503.7652167611486,0.0011859621888828111,-0.009752538495519636,3.025545193404646e-6,365.2564498865581,3624.402280409774,0.014052782664567375,-0.005548199221610522,0.001000318563839307,4253.991799456354,546.4525154390691,0.038354442085281236,-0.05056731198275693,-49.77553609497316
2.2176833566182897e-6,224.70079356278904,3503.765214754356,0.0003483417537051669,-0.009888011447034495,3.020645417431258e-6,365.25645602107784,3624.4022573827556,0.01339912743950272,-0.0056418044006200235,0.0010302102173786187,4269.2040272525965,535.7276379513811,0.03870815803298979,-0.04906098520256568,-49.73085283613646
2.206761733744906e-6,224.70079381226364,3503.765212659114,-0.00042426934394416656,-0.009991073684474374,3.016106402034078e-6,365.2564619972175,3624.4022351573026,0.012793966013016505,-0.005709479315308564,0.0010597183159498486,4284.470653807801,524.4385840023151,0.03902399826138246,-0.04766460847323623,-49.68273609434275
2.1967747447725704e-6,224.70079407542025,3503.765210481021,-0.001142614369478916,-0.01006762067578034,3.011865198224226e-6,365.25646784723943,3624.402213578993,0.012229134769132935,-0.005755798748299141,0.0010889906343583653,4299.791873651329,4812.457303338888,0.03930964508046702,-0.04636113167558441,-49.63193339008983
