mu_1,P_1,t01,ecos1,esin1,mu_2,P_2,t02,ecos2,esin2,mu_3,P_3,t03,ecos3,esin3,mu_4,P_4,t04,ecos4,esin4,mu_5,P_5,t05,ecos5,esin5,lprob
2.2991256636316716e-6,224.70077850032558,3503.7654253077358,-0.0005952569229042028,-0.0016809030822322849,3.0320923741982644e-6,365.2564495435807,3624.4021707145803,0.012673009168259298,0.001537174425647839,5.097158110273613e-7,690.7262895008622,362.8446912416914,0.016688476910909023,-0.048170382514966574,0.0010679453887140352,4294.289487387589,4760.653054645412,0.036162532384209925,-0.031780053227760424,0.0010679453887140352,4294.289487387589,4760.653054645412,0.036162532384209925,-0.031780053227760424,-170.95318018045978
2.2991275385320344e-6,224.7007785090666,3503.7654250811997,-0.0005946670932893112,-0.0016860574130008698,3.032094623561188e-6,365.2564495683776,3624.4021701952674,0.01267323823234196,0.0015333397613099707,5.09773277744589e-7,690.7334226252899,362.7620566959508,0.016678224428549344,-0.04816861169347808,0.0010679006058456196,4294.325084571845,4760.608653928991,0.036153117618139385,-0.031807139256546324,0.0010679006058456196,4294.325084571845,4760.608653928991,0.036153117618139385,-0.031807139256546324,-170.95442738997752
2.299133087857503e-6,224.70077851809884,3503.7654248471954,-0.0005940828310379653,-0.0016910919805601823,3.0320970829074077e-6,365.2564495921398,3624.4021696874006,0.012673465041581657,0.0015295798947355204,5.098521053376258e-7,690.7403765907019,362.68384373059513,0.016666971416288354,-0.04816331996459454,0.0010678572504429263,4294.360610330619,4760.564628796008,0.03614311606771566,-0.03183396238529958,0.0010678572504429263,4294.360610330619,4760.564628796008,0.03614311606771566,-0.03183396238529958,-170.95572879721058
2.299132291360884e-6,224.7007785266386,3503.7654246237903,-0.0005939263814790307,-0.0016964702832287586,3.0320965593078546e-6,365.25644961331005,3624.4021692124543,0.012673355880376007,0.0015255767060955443,5.099361903763054e-7,690.747368953975,362.60641146618553,0.016653947543675798,-0.0481571525299761,0.0010678228740050241,4294.394503751317,4760.523670073292,0.03613401675927706,-0.031860644245110786,0.0010678228740050241,4294.394503751317,4760.523670073292,0.03613401675927706,-0.031860644245110786,-170.95708393218763
2.299136254040056e-6,224.70077853574122,3503.7654243887155,-0.0005932392252275035,-0.0017015668009804827,3.0320998327597284e-6,365.25644963732054,3624.402168697318,0.012673664959169524,0.0015217612566072983,5.100088474334808e-7,690.7544532147106,362.52481814566806,0.016646371046458774,-0.048151403746677264,0.0010677751868064154,4294.428369982841,4760.480947573488,0.0361242336575757,-0.03188742598624701,0.0010677751868064154,4294.428369982841,4760.480947573488,0.0361242336575757,-0.03188742598624701,-170.958492277213
2.2991373538276833e-6,224.70077854449832,3503.7654241612827,-0.000592781998026373,-0.001706821193527649,3.032100879013946e-6,365.25644966165964,3624.4021681878116,0.012673792043249659,0.0015178449735604059,5.100550539231613e-7,690.7616952923969,362.4431216180371,0.01663340707571093,-0.04815017098565512,0.0010677322757081593,4294.462893234904,4760.439792663796,0.03611460372136914,-0.03191385268068203,0.0010677322757081593,4294.462893234904,4760.439792663796,0.03611460372136914,-0.03191385268068203,-170.9599533150811
2.2991394082771093e-6,224.70077855320997,3503.7654239351,-0.0005918881695704938,-0.0017120420730264067,3.0321053446990767e-6,365.25644968572146,3624.402167675895,0.012674259440655773,0.001513957569658205,5.101155978076833e-7,690.7688563315734,362.3589935500566,0.01662565005140933,-0.048145682344186855,0.0010676793284106595,4294.496114768565,4760.397247846878,0.03610533963203702,-0.03194095129669897,0.0010676793284106595,4294.496114768565,4760.397247846878,0.03610533963203702,-0.03194095129669897,-170.96146657697125
2.2991419849752767e-6,224.7007785621581,3503.765423703866,-0.0005912277283765027,-0.0017172419736161228,3.0321080682926175e-6,365.25644971023,3624.4021671594155,0.01267456222816597,0.0015100704090520538,5.101676261674698e-7,690.7762171734444,362.27543973351635,0.016614682322327153,-0.04814201640411739,0.0010676316859200882,4294.529491979547,4760.357230775305,0.036095718503701496,-0.03196708444014504,0.0010676316859200882,4294.529491979547,4760.357230775305,0.036095718503701496,-0.03196708444014504,-170.96303153842888
2.299143695882061e-6,224.70077857098826,3503.7654234744173,-0.0005904674627401759,-0.0017226078848048276,3.0321118658438865e-6,365.25644973349426,3624.4021666557546,0.01267493588859603,0.001506057295947985,5.102324263912364e-7,690.7833764623481,362.1922990263436,0.016607348130767547,-0.04813566944509778,0.001067580255886363,4294.561425511937,4760.318101265744,0.036086210346986516,-0.031993808353921176,0.001067580255886363,4294.561425511937,4760.318101265744,0.036086210346986516,-0.031993808353921176,-170.96464770085447
2.2991450715032022e-6,224.70077857939745,3503.765423254656,-0.0005898306464675448,-0.0017279728116345906,3.0321139496866844e-6,365.2564497563484,3624.4021661651586,0.012675217238925191,0.0015020467465825275,5.102666346620666e-7,690.7908352209007,362.10818642079346,0.016595802556640938,-0.048132957495915576,0.00106753159262332,4294.593859634416,4760.279035079284,0.03607677469974559,-0.03202016314222105,0.00106753159262332,4294.593859634416,4760.279035079284,0.03607677469974559,-0.03202016314222105,-170.9663146165969
