mu_1,P_1,t01,ecos1,esin1,mu_2,P_2,t02,ecos2,esin2,mu_3,P_3,t03,ecos3,esin3,mu_4,P_4,t04,ecos4,esin4,mu_5,P_5,t05,ecos5,esin5,lprob
2.486715400676033e-6,224.7007601284798,3503.765794319473,-0.0009027265355644121,0.0011303926378886744,3.040383737616076e-6,365.2563685856442,3624.40337297857,0.012751358432757896,0.003781590390299242,3.709576259600199e-7,684.0760667479167,578.5439336546201,0.1014461213852821,0.14058099486258352,0.0012249475596906347,4440.126255403201,191.3863428681003,0.02570767363088865,-0.02907412709406176,0.0012249475596906347,4440.126255403201,191.3863428681003,0.02570767363088865,-0.02907412709406176,-147.06428697305736
2.4850256875410707e-6,224.70076015176355,3503.765792823031,-0.0008937251119727024,0.0011328404056543877,3.0403425309572216e-6,365.2563682765563,3624.403375075184,0.012754342767266245,0.003784213112654007,3.70214213767773e-7,684.1206496663469,578.12594362398,0.10200435635249953,0.14040884914018562,0.001223432882124535,4439.702349383822,192.49897838016983,0.025706265609319923,-0.02897176133715923,0.001223432882124535,4439.702349383822,192.49897838016983,0.025706265609319923,-0.02897176133715923,-147.01381681420006
2.4833563555007663e-6,224.7007601738261,3503.7657913497405,-0.0008844446834032825,0.001135623370479693,3.0403025295989553e-6,365.25636796248585,3624.403377222617,0.012757562009328653,0.003787054789951004,3.6951818946900456e-7,684.1650239156099,577.7046409157923,0.10254095392006203,0.14022472659754096,0.0012219169145314109,4439.277745986791,193.6053590187097,0.02570425580930212,-0.028871378978289616,0.0012219169145314109,4439.277745986791,193.6053590187097,0.02570425580930212,-0.028871378978289616,-146.96464119101248
2.4817090572314865e-6,224.70076019771304,3503.7657898329307,-0.0008750944721003255,0.0011384365214107475,3.0402639910667583e-6,365.25636766639866,3624.4033791195166,0.012760898915709135,0.0037898765729682134,3.6874401895556034e-7,684.2090727704712,577.2884275687724,0.10305258426106599,0.1400852099943319,0.001220389280997276,4438.835832846585,194.73330513532193,0.025703298481224275,-0.028773018217168732,0.001220389280997276,4438.835832846585,194.73330513532193,0.025703298481224275,-0.028773018217168732,-146.9167491623481
2.4800720717448924e-6,224.7007602225768,3503.7657882972817,-0.0008657622633834968,0.0011412352665107846,3.040225952926371e-6,365.25636737767593,3624.403380917355,0.012764266113387745,0.0037927066849046238,3.6794815908527753e-7,684.2530089572734,576.875157925502,0.10357639734463343,0.139949868769878,0.0012188685450766766,4438.3897716093725,195.86581371541774,0.025703369562990675,-0.028675117022800862,0.0012188685450766766,4438.3897716093725,195.86581371541774,0.025703369562990675,-0.028675117022800862,-146.87012964029267
2.4784205251844534e-6,224.70076025019247,3503.765786700917,-0.0008565792991022596,0.0011434627577127376,3.0401871839159517e-6,365.2563670984895,3624.40338259102,0.012767512087192998,0.003795065163871916,3.671540774552231e-7,684.2970518471717,576.4593618448909,0.10409731706972601,0.13980335110061376,0.001217338434323238,4437.927087551677,197.03240795174972,0.02570393399096097,-0.02857681690934546,0.001217338434323238,4437.927087551677,197.03240795174972,0.02570393399096097,-0.02857681690934546,-146.82477128433626
2.476827338767767e-6,224.70076027413788,3503.7657851802674,-0.0008468124816247277,0.0011467101173715097,3.04015294188916e-6,365.25636681737126,3624.4033842579615,0.012771324828966752,0.0037981710762510076,3.663314738285847e-7,684.3403303071751,576.0520610073967,0.10460548092817037,0.139687780282493,0.0012158169078798906,4437.470253207407,198.17385688103465,0.025704330396020887,-0.028481880917781678,0.0012158169078798906,4437.470253207407,198.17385688103465,0.025704330396020887,-0.028481880917781678,-146.78066251972692
2.4752140805949393e-6,224.7007603034209,3503.7657835473424,-0.0008376710627573297,0.0011492530524508339,3.0401152099454738e-6,365.25636655621076,3624.4033856794417,0.012774645894652414,0.0038007792404377463,3.654834884928937e-7,684.383956501093,575.6404334766395,0.10509922018295986,0.13958226208857905,0.0012142960953744617,4436.99463714,199.34601693161892,0.025707485713872144,-0.02838671340032473,0.0012142960953744617,4436.99463714,199.34601693161892,0.025707485713872144,-0.02838671340032473,-146.73779194761016
2.473623229336654e-6,224.7007603314033,3503.7657819406813,-0.0008281264427715618,0.0011520730667790207,3.040080171522229e-6,365.25636629366755,3624.4033871061188,0.012778314815744221,0.0038035416464624002,3.646371636634983e-7,684.4273060085061,575.2320961209185,0.10560313627215827,0.13947252257892012,0.0012127730078569517,4436.521737062668,200.50947159310238,0.025709332537230872,-0.028292907080596917,0.0012127730078569517,4436.521737062668,200.50947159310238,0.025709332537230872,-0.028292907080596917,-146.69614760961235
2.472049142227708e-6,224.700760360724,3503.7657803060188,-0.0008185827238989226,0.00115495120120321,3.0400464609308177e-6,365.2563660428882,3624.4033883693223,0.012782077107118912,0.003806343237050262,3.6376228959064255e-7,684.4703061630117,574.8275314871303,0.10609943807655103,0.13937442540671283,0.0012112502631981448,4436.03765011857,201.68659849148477,0.025713065853215623,-0.028200598861717677,0.0012112502631981448,4436.03765011857,201.68659849148477,0.025713065853215623,-0.028200598861717677,-146.65571779440396
2.470485427677188e-6,224.70076039071557,3503.765778652409,-0.0008088710653216308,0.0011576309529041007,3.040013227401277e-6,365.2563657996459,3624.4033895249304,0.012785943707746418,0.003808973569104379,3.628575552240136e-7,684.5133065449535,574.423494859875,0.1065806259191107,0.13930414813700986,0.0012097245443176232,4435.544680487702,202.87910375698013,0.025715954340518533,-0.028108709203411172,0.0012097245443176232,4435.544680487702,202.87910375698013,0.025715954340518533,-0.028108709203411172,-146.6164903387498
2.4689545233588327e-6,224.7007604204226,3503.7657770066935,-0.0007990771580534496,0.0011608429525960793,3.039981660611619e-6,365.2563655619949,3624.4033905968163,0.01278997606368372,0.00381198974397543,3.619368708808676e-7,684.5558448695406,574.0237774992811,0.10705221933021204,0.13924644345519185,0.0012082056375595075,4435.053452535374,204.05196076922493,0.025720398148999558,-0.02801994860099122,0.0012082056375595075,4435.053452535374,204.05196076922493,0.025720398148999558,-0.02801994860099122,-146.57845321334094
